Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library
Rv2198c,1.0,1.0,1.0,0.0,0.06138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9253600000000001,1.0,0.030989999999999997,0.30679,1.0,1.0,1.0,1.0,0.02982,1.0,0.12140999999999999,1.0,1.0,0.2179,1.0,1.0,0.53871,0.65466,0.22995,0.22166999999999998,1.0,1.0,1.0,0.22096999999999997,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39443,1.0,1.0,0.28829,0.09582,0.75427,1.0,1.0,0.0,0.0,0.01425,1.0,0.88079,0.11172,1.0,1.0,1.0,1.0,0.0,0.0
Rv2199c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97019,0.95116,1.0,1.0,1.0,1.0,0.16259,1.0,0.36543000000000003,1.0,1.0,0.85557,0.71725,1.0,0.94811,0.6848,0.93684,1.0,1.0,1.0,1.0,0.97935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80064,1.0,1.0,0.9912799999999999,1.0
Rv2200c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96415,1.0,1.0,1.0,1.0,1.0,0.9363799999999999,1.0,0.9847299999999999,1.0,0.63715,0.56067,1.0,1.0,1.0,1.0,0.84403,0.88177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9208200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8750899999999999,1.0,1.0,1.0,1.0
Rv2201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,0.9707399999999999,0.92729,0.7194,1.0,1.0,0.9517100000000001,1.0,1.0,1.0,0.59708,0.86179,1.0,0.85719,1.0,1.0,0.84555,0.66086,1.0,1.0,1.0,1.0,1.0,0.99915,1.0,1.0,0.9706,1.0,1.0,1.0,1.0,0.8744700000000001,1.0,0.7588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2202c,1.0,1.0,1.0,0.05466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.33859,0.0,0.0,0.01341,0.01408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5574,1.0,1.0,0.64761,0.0,1.0,1.0,1.0,1.0,1.0,0.36649,1.0,0.76035,0.0,0.00511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2203,1.0,1.0,1.0,1.0,1.0,0.27075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9236700000000001,1.0,0.94015,0.9456100000000001,1.0,1.0,0.98165,1.0,0.0,1.0,0.72464,0.06054,1.0,0.03458,0.19724,1.0,0.42458,0.021,0.19257,1.0,1.0,1.0,1.0,0.32855,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.02647,1.0,0.03442,1.0,1.0,1.0,1.0,1.0,1.0,0.5370699999999999,1.0,1.0,1.0,1.0,1.0,0.76922,1.0,1.0,1.0,0.12642
Rv2204c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2205c,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80985,1.0,0.93348,0.9456100000000001,1.0,0.95225,0.7884,1.0,0.906,1.0,0.18598,0.41126,1.0,0.79773,0.20206,1.0,0.38181,0.37868,1.0,1.0,1.0,1.0,1.0,0.7397,1.0,1.0,0.7621600000000001,1.0,1.0,1.0,1.0,0.9505100000000001,1.0,0.24215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75252,1.0,1.0,1.0,1.0
Rv2206,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24324,1.0,1.0,1.0,1.0,0.8628,0.9809399999999999,1.0,0.03325,0.665,0.33842,0.27702,1.0,0.665,0.39979000000000003,1.0,0.65017,0.8743700000000001,0.02805,0.3831,1.0,1.0,0.42148,0.7268399999999999,1.0,1.0,0.11163,0.71587,1.0,1.0,1.0,0.9461200000000001,1.0,0.8778600000000001,1.0,0.034789999999999995,0.51115,0.27057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46235,1.0,1.0,1.0,0.10075
Rv2207,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63888,1.0,1.0,0.78485,1.0,1.0,0.9898100000000001,1.0,1.0,0.8966299999999999,0.11564,0.64286,0.42893000000000003,0.71808,1.0,1.0,0.0,0.33168000000000003,0.05586,1.0,1.0,1.0,0.40767,0.5414800000000001,1.0,1.0,0.5755399999999999,0.09594,1.0,1.0,1.0,1.0,1.0,0.4946,1.0,1.0,1.0,1.0,1.0,1.0,0.4433,1.0,1.0,1.0,0.54409,0.10882,0.1385,1.0,1.0,1.0,0.0
Rv2208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98693,1.0,1.0,1.0,0.92069,1.0,0.62297,1.0,0.9024399999999999,0.36463,1.0,0.19280999999999998,0.32554,1.0,1.0,0.67571,1.0,1.0,1.0,1.0,1.0,0.47586999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8391799999999999,1.0,1.0,0.8799799999999999,1.0,1.0,1.0,1.0
Rv2209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1687,0.94047,1.0,1.0,1.0,1.0,1.0,1.0,0.9529200000000001,1.0,0.4389,1.0,1.0,0.7424,1.0,1.0,0.49437,0.17327,1.0,1.0,1.0,1.0,1.0,0.15649000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6735300000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2210c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.77336,0.0,0.00897,0.0,0.0,0.74941,0.0,0.9530200000000001,1.0,0.7226100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8866700000000001,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2211c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86334,1.0,1.0,0.8024600000000001,1.0,1.0,0.98718,1.0,0.94295,1.0,0.4577100000000001,1.0,1.0,0.85557,1.0,1.0,0.84403,1.0,0.76237,1.0,1.0,1.0,1.0,0.8127300000000001,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91614,1.0,1.0,1.0,0.51154
Rv2212,1.0,1.0,1.0,0.33641,1.0,0.37106999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78572,1.0,0.9958799999999999,0.76749,1.0,1.0,1.0,1.0,1.0,1.0,0.81137,0.96999,1.0,0.8033600000000001,0.57309,1.0,0.83339,1.0,1.0,1.0,1.0,1.0,1.0,0.82486,1.0,1.0,0.8625200000000001,1.0,1.0,1.0,1.0,0.37897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87471,1.0,1.0,0.63549,1.0,1.0,1.0,0.85411
Rv2213,1.0,1.0,1.0,1.0,1.0,0.35627,1.0,1.0,0.52967,1.0,1.0,1.0,1.0,1.0,1.0,0.98693,0.9459799999999999,1.0,0.8822,0.4420600000000001,1.0,0.9529200000000001,1.0,0.29434,0.5211100000000001,1.0,1.0,0.6120899999999999,1.0,1.0,0.57122,1.0,0.32504,1.0,1.0,1.0,0.9598399999999999,0.76088,1.0,0.17423,0.47653999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68908,1.0,1.0,1.0,1.0
Rv2214c,1.0,1.0,1.0,0.19648,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.31033,1.0,0.95009,0.63757,0.96273,0.9456100000000001,1.0,1.0,0.20917,0.171,0.10275999999999999,1.0,0.12277,0.0,0.94009,0.85557,0.01415,1.0,0.44659,0.0798,1.0,1.0,1.0,1.0,1.0,0.97164,1.0,1.0,0.0,0.26711999999999997,1.0,1.0,1.0,0.00859,1.0,0.20340999999999998,1.0,1.0,0.07122,1.0,0.8589399999999999,1.0,1.0,1.0,0.02157,1.0,1.0,0.75881,0.9444,1.0,1.0,1.0,1.0
Rv2215,1.0,1.0,1.0,0.9890200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43472,0.97349,1.0,1.0,1.0,1.0,0.90995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96309,1.0,1.0,1.0,1.0,1.0,0.6783,0.36716
Rv2216,1.0,1.0,1.0,1.0,1.0,0.27282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80985,1.0,0.87335,0.9456100000000001,1.0,1.0,0.9960200000000001,1.0,0.15562,1.0,0.4577100000000001,0.040639999999999996,1.0,0.79581,0.29636,1.0,1.0,0.57122,0.76151,0.14276,1.0,1.0,1.0,1.0,1.0,1.0,0.67133,0.9831799999999999,1.0,1.0,1.0,0.9461200000000001,1.0,0.10714000000000001,1.0,0.8739100000000001,0.9648700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77841,1.0,1.0,1.0,0.34865
Rv2217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,0.9872299999999999,0.9456100000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.7044600000000001,0.78018,1.0,0.85557,1.0,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.8173600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47471,1.0,0.7330399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8391799999999999,1.0,1.0,0.8549100000000001,1.0,1.0,1.0,1.0
Rv2218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94027,1.0,0.97414,1.0,1.0,1.0,0.9363799999999999,1.0,0.9436100000000001,1.0,0.4577100000000001,0.86179,1.0,0.85557,0.52163,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.68357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2219,1.0,1.0,1.0,1.0,1.0,0.9085200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8963,1.0,1.0,0.9456100000000001,1.0,1.0,0.96799,1.0,0.6466,1.0,0.4577100000000001,0.86179,1.0,0.85557,1.0,1.0,0.84403,0.8743700000000001,0.76151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84496,1.0,1.0,1.0,0.9752700000000001,1.0,0.51756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91614,1.0,1.0,0.54577,1.0
Rv2219A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56577,0.43983999999999995,1.0,0.9437399999999999,1.0,0.12743,0.9183,0.73677,0.77331,1.0,0.00441,0.09975,1.0,0.39154,0.82499,1.0,0.36522,1.0,1.0,1.0,1.0,1.0,1.0,0.45773,0.76088,1.0,1.0,1.0,0.513,0.7106,1.0,0.5592,1.0,0.9975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2394,1.0,1.0,1.0,1.0,1.0,0.12124000000000001,0.46913
Rv2220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58203,0.80401,1.0,1.0,0.1824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8866700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54577,0.34836999999999996
Rv2221c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02201,1.0,0.58095,1.0,1.0,0.6523800000000001,0.9966200000000001,1.0,0.9529200000000001,1.0,0.72139,1.0,1.0,1.0,1.0,1.0,0.7017800000000001,1.0,0.27908,1.0,1.0,1.0,1.0,0.048,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39589,1.0,0.75346,1.0,1.0,0.8924200000000001,1.0,1.0,1.0,0.00621,1.0,1.0,0.67366,1.0,1.0,1.0,1.0,1.0,0.2182,0.016630000000000002
Rv2222c,1.0,1.0,1.0,0.11172,1.0,0.9712799999999999,1.0,1.0,0.60747,1.0,1.0,1.0,1.0,0.47772,1.0,0.92729,0.9456100000000001,1.0,0.92424,1.0,0.71604,0.3839,1.0,0.72567,0.27921999999999997,1.0,0.71739,0.03757,1.0,1.0,0.18885,1.0,1.0,1.0,1.0,1.0,0.16297,0.5737300000000001,1.0,0.00197,0.02765,1.0,1.0,0.57633,0.40608,0.4780100000000001,0.43921000000000004,1.0,1.0,0.0,0.46671999999999997,1.0,1.0,1.0,1.0,0.0475,0.74134,0.11172,0.16323,0.15123,0.8987200000000001,1.0,0.0,0.0286
Rv2223c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99085,1.0,1.0,1.0,1.0,0.56245,0.3153,1.0,0.68695,0.26879000000000003,1.0,0.57906,1.0,1.0,1.0,0.37041999999999997,1.0,1.0,1.0,0.9381299999999999,1.0,1.0,1.0,0.9461200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58075,1.0,1.0,1.0,1.0
Rv2224c,1.0,1.0,1.0,1.0,1.0,0.5326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06585,1.0,0.94015,0.60998,1.0,0.33805999999999997,0.27776999999999996,1.0,0.0,0.0,0.01069,0.43513999999999997,0.0,0.0,0.24022,0.17793,1.0,0.1995,0.0,0.28038,1.0,1.0,0.4637,0.18098,0.48353,1.0,0.0,0.8664200000000001,0.513,0.42541999999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.64576,1.0,0.0,0.0,0.0,1.0,0.0,0.04988,1.0,0.038610000000000005,0.10271,1.0,1.0,0.07927000000000001,0.00703
Rv2225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74941,0.66147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27578,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2226,1.0,1.0,1.0,1.0,1.0,0.4652600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68814,0.9689399999999999,1.0,0.9932,1.0,1.0,0.9225,1.0,0.02329,1.0,0.59839,0.28457,1.0,1.0,0.42268,1.0,0.42186,0.28425,0.5662699999999999,1.0,1.0,1.0,1.0,0.15441,1.0,1.0,0.46257,1.0,1.0,1.0,1.0,0.15241,1.0,0.8260200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2227,1.0,1.0,1.0,1.0,1.0,0.5326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9698,1.0,0.93804,0.9456100000000001,1.0,0.97245,0.9949399999999999,1.0,1.0,1.0,0.4577100000000001,0.43148000000000003,1.0,0.7256199999999999,0.31305,1.0,0.51689,0.6258199999999999,1.0,0.8246,1.0,1.0,1.0,0.49072,1.0,1.0,0.9891700000000001,1.0,1.0,1.0,1.0,0.52158,1.0,0.74003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,1.0
Rv2228c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06138,1.0,0.36508,0.11160999999999999,0.37363,0.052039999999999996,1.0,0.37553000000000003,0.7742600000000001,1.0,0.37371,1.0,1.0,0.84529,1.0,1.0,0.69125,1.0,1.0,1.0,1.0,1.0,1.0,0.36193000000000003,1.0,1.0,0.5361600000000001,0.84855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9162799999999999,1.0,1.0,0.0,1.0
Rv2229c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9600700000000001,0.96765,1.0,0.9459799999999999,1.0,0.72377,0.9183,0.65968,1.0,1.0,1.0,1.0,1.0,0.6926399999999999,0.5663600000000001,1.0,0.84403,0.6422399999999999,1.0,1.0,1.0,1.0,1.0,0.61307,1.0,1.0,0.75884,1.0,1.0,1.0,1.0,1.0,1.0,0.8401700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09461
Rv2230c,1.0,1.0,1.0,1.0,1.0,0.3278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46153999999999995,1.0,0.78751,1.0,1.0,1.0,0.9113399999999999,1.0,0.02891,1.0,0.74162,0.43815,1.0,0.76044,0.36778,1.0,0.15223,1.0,1.0,0.98172,1.0,1.0,1.0,0.75812,1.0,1.0,1.0,0.9003,1.0,1.0,1.0,1.0,0.14167000000000002,0.923,1.0,1.0,0.75073,0.8027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8456799999999999,1.0,1.0,1.0,1.0
Rv2231Ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
Rv2231B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75429,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
Rv2231c,1.0,1.0,1.0,1.0,1.0,0.40092,0.371,1.0,0.03683,0.741,1.0,1.0,1.0,0.19768,1.0,1.0,0.8507600000000001,1.0,1.0,1.0,1.0,0.92004,1.0,0.4389,0.6199,1.0,0.85557,1.0,1.0,1.0,0.65077,1.0,0.25633,1.0,1.0,1.0,0.45846000000000003,1.0,1.0,0.014480000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0.8208200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8993899999999999,0.5627800000000001,1.0,1.0,1.0,0.02752
Rv2232,1.0,1.0,1.0,1.0,1.0,0.54984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9456100000000001,1.0,1.0,1.0,1.0,0.75539,1.0,1.0,0.64286,1.0,1.0,0.41638000000000003,1.0,0.66665,0.8673299999999999,0.9834,1.0,1.0,1.0,1.0,0.01995,0.76088,1.0,0.39826,1.0,0.5161899999999999,1.0,1.0,0.30943000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57602,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2234,1.0,1.0,1.0,1.0,1.0,0.67593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9789700000000001,1.0,1.0,1.0,0.9822700000000001,1.0,0.01185,1.0,0.44756999999999997,0.09481,1.0,0.89279,0.57014,1.0,0.39679000000000003,0.6684,0.33024000000000003,0.44569,1.0,1.0,1.0,0.83842,1.0,1.0,0.46616,0.7641899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75654,1.0,1.0,1.0,1.0
Rv2235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,0.95005,0.9456100000000001,1.0,1.0,0.87571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2236c,1.0,1.0,1.0,1.0,1.0,0.51327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97969,0.9689399999999999,0.95285,1.0,1.0,1.0,0.9045200000000001,1.0,0.98267,1.0,0.9036200000000001,1.0,1.0,0.06015,0.16963,1.0,0.20135,0.24291,0.06763,1.0,1.0,1.0,1.0,0.06962,0.7862899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18694000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47342,1.0,1.0,1.0,1.0
Rv2237,1.0,1.0,1.0,1.0,1.0,0.1723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9042,0.74119,1.0,1.0,0.75321,1.0,0.0,1.0,1.0,0.23598000000000002,1.0,0.60555,0.38111,1.0,1.0,0.025330000000000002,0.99692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39382,1.0,1.0,1.0,0.6975100000000001,1.0,0.47831999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56745,0.5223
Rv2237A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
Rv2238c,1.0,1.0,1.0,1.0,1.0,0.34655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98693,0.93366,1.0,0.97245,0.9966200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84403,1.0,0.76151,1.0,1.0,1.0,1.0,0.79448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41917,1.0,0.66313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50379,1.0,1.0,1.0,1.0,1.0,0.7140000000000001,1.0
