Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library
Rv2239c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6189899999999999,1.0,1.0,1.0,1.0,0.6199,0.30032,0.64042,0.9790200000000001,1.0,0.6523800000000001,0.91419,0.7851,0.13365,1.0,0.59708,1.0,1.0,0.8297100000000001,0.8306899999999999,1.0,0.97901,1.0,0.20214000000000001,0.33789,1.0,1.0,0.114,0.6743899999999999,0.76088,1.0,0.39153000000000004,0.12299000000000004,1.0,1.0,1.0,0.9752700000000001,0.21696,0.014580000000000001,1.0,0.00505,1.0,0.9390200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5342,0.29875999999999997
Rv2240c,1.0,1.0,1.0,1.0,1.0,0.42233999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9929100000000001,1.0,0.8637,1.0,1.0,1.0,0.9807,1.0,0.26575,0.92971,0.9703299999999999,0.67792,1.0,0.91679,0.30823,1.0,0.14371,0.56407,0.79398,1.0,1.0,1.0,1.0,0.96977,1.0,1.0,1.0,1.0,0.96524,0.7600899999999999,1.0,1.0,1.0,0.77246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93915,1.0,1.0,1.0,1.0
Rv2241,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11465999999999996,0.0,0.8718899999999999,1.0,1.0,1.0,0.0,0.78091,0.0,0.0,0.07352,0.03192,0.0,0.03069,0.57067,1.0,0.61205,0.88686,0.0,0.0,1.0,1.0,1.0,0.0,0.03069,1.0,0.0,0.0,1.0,1.0,1.0,0.9752700000000001,0.0252,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.01137,0.01425,0.01247,1.0,0.133,0.21545999999999998,0.0,1.0,1.0,1.0,0.0
Rv2242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9689399999999999,0.94015,0.5816399999999999,1.0,0.68324,0.9017200000000001,0.41626,1.0,1.0,0.59708,1.0,1.0,1.0,1.0,1.0,0.84403,0.6217199999999999,0.9358299999999999,1.0,1.0,1.0,1.0,0.78518,0.8866700000000001,1.0,0.9397399999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.9003700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7562399999999999,1.0,1.0,1.0,1.0
Rv2243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6466,1.0,0.4577100000000001,1.0,1.0,0.85557,1.0,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.72801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,0.43921000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,1.0
Rv2244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9456100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2245,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80985,0.96765,0.9042,0.98436,1.0,0.6523800000000001,0.17945,1.0,1.0,1.0,0.9956299999999999,1.0,1.0,0.85557,0.79042,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.7935399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2246,1.0,1.0,1.0,0.4637,0.21945,1.0,0.0,1.0,0.0,0.3428,1.0,1.0,1.0,0.8781,0.70239,0.78751,0.29328000000000004,1.0,0.44873,1.0,0.13789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13448,0.76088,1.0,0.00532,1.0,1.0,1.0,1.0,0.14457,1.0,1.0,1.0,0.94599,1.0,1.0,1.0,1.0,0.32288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21236999999999998,0.2512
Rv2247,1.0,1.0,1.0,0.50907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,0.8939600000000001,0.94015,0.20483,1.0,0.82144,0.9183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62979,1.0,1.0,0.06541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2248,1.0,1.0,1.0,1.0,1.0,0.47129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77205,0.81713,1.0,1.0,1.0,1.0,0.73815,1.0,0.44247,1.0,0.0,0.27525,1.0,1.0,0.38834,1.0,0.63663,0.70602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3799300000000001,0.77928,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91975,1.0,1.0,0.91181,1.0,1.0,1.0,1.0
Rv2249c,1.0,1.0,1.0,1.0,1.0,0.60911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.022340000000000002,1.0,1.0,0.8256399999999999,1.0,0.94947,0.52436,0.06384,0.47553999999999996,0.62049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8115600000000001,1.0,1.0,1.0,1.0
Rv2250A,1.0,1.0,1.0,0.8602700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83139,1.0,1.0,0.6049100000000001,1.0,1.0,0.40323000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0.85557,1.0,1.0,0.31613,0.6278199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4732,1.0,1.0,1.0,,1.0,0.5302399999999999,,,,,,,,1.0,1.0,0.9729700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2250c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91556,1.0,1.0,0.69918,1.0,1.0,1.0,0.7631100000000001,0.45378999999999997,0.28365999999999997,0.75862,1.0,1.0,0.43709,1.0,0.76151,1.0,1.0,1.0,1.0,0.45445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24771999999999997,0.70127,1.0,0.04579,1.0
Rv2251,1.0,1.0,1.0,1.0,1.0,0.4652600000000001,1.0,1.0,0.68155,1.0,1.0,0.58404,1.0,0.8908799999999999,0.87451,0.95168,0.8524299999999999,1.0,0.47242,0.54243,1.0,1.0,1.0,0.0,0.19835,1.0,0.60024,0.40589000000000003,1.0,0.54303,0.5433,1.0,1.0,1.0,1.0,1.0,1.0,0.9312,1.0,0.8533200000000001,0.26336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74134,1.0,1.0,0.77198,1.0,1.0,1.0,1.0
Rv2252,1.0,1.0,1.0,1.0,1.0,0.47268999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99055,1.0,0.91824,0.55513,1.0,0.95225,0.9764799999999999,1.0,0.9167200000000001,1.0,0.35431999999999997,0.45687,1.0,0.85557,0.62445,1.0,0.46528,0.35524,1.0,1.0,1.0,1.0,1.0,0.9866299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29477,1.0,1.0,1.0,1.0
Rv2253,1.0,1.0,1.0,1.0,1.0,0.7891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86769,0.63442,0.9872299999999999,0.95604,1.0,0.7046,1.0,1.0,0.8532200000000001,1.0,0.13216,0.35774,1.0,1.0,0.618,1.0,0.41765,0.39551,1.0,1.0,1.0,1.0,1.0,0.44783,1.0,1.0,1.0,0.73326,1.0,1.0,1.0,0.9752700000000001,1.0,0.62261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62926,1.0,1.0,0.0,0.0
Rv2254c,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9698,1.0,1.0,1.0,1.0,1.0,0.98718,0.7850600000000001,1.0,1.0,0.84646,0.5522699999999999,1.0,0.17579,0.38750999999999997,1.0,0.17413,0.4448,1.0,1.0,1.0,1.0,1.0,0.48813999999999996,0.80596,1.0,0.9870700000000001,0.96425,1.0,1.0,1.0,0.60502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2255A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8744700000000001,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
Rv2255c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,0.94047,0.7156899999999999,1.0,1.0,1.0,0.8976700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8173600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2256c,1.0,1.0,1.0,0.33979000000000004,1.0,0.71691,0.9294899999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.83125,0.61527,0.48118999999999995,1.0,1.0,0.55709,1.0,1.0,0.8308,1.0,0.43245,0.58378,1.0,1.0,0.65274,1.0,0.006999999999999999,0.0,0.60611,1.0,1.0,1.0,1.0,0.46943999999999997,0.98275,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19099000000000002,0.1
Rv2257c,1.0,1.0,1.0,0.48883000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94947,0.99629,1.0,0.01438,1.0,0.71427,0.67967,1.0,0.63761,0.34149,1.0,0.9345899999999999,0.63561,1.0,0.01174,1.0,1.0,1.0,0.31569,1.0,1.0,1.0,0.9547100000000001,1.0,1.0,1.0,0.9461200000000001,1.0,0.32375,1.0,1.0,0.32527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.39277
Rv2258c,1.0,1.0,1.0,0.42482,1.0,0.86546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88203,0.8889799999999999,0.9159700000000001,0.74156,1.0,0.98656,0.9733,1.0,1.0,1.0,0.27502,0.33129000000000003,1.0,0.99498,0.99908,1.0,0.86805,1.0,1.0,1.0,1.0,1.0,1.0,0.94439,1.0,1.0,0.31598000000000004,0.59204,1.0,1.0,1.0,1.0,0.2565,0.32781,1.0,1.0,0.10833,1.0,1.0,1.0,1.0,1.0,1.0,0.9837,1.0,1.0,0.94052,1.0,1.0,1.0,0.01403
Rv2259,1.0,1.0,1.0,1.0,1.0,0.55099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73293,0.66911,0.82042,0.67087,1.0,0.41108999999999996,1.0,1.0,1.0,1.0,0.06892000000000001,0.47426,1.0,0.34565999999999997,0.42565,1.0,0.34151,0.49505,1.0,1.0,1.0,1.0,1.0,0.16125,0.9504799999999999,1.0,1.0,0.9381299999999999,1.0,1.0,1.0,0.9752700000000001,0.24848,0.9155,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66891,1.0,1.0,1.0,1.0,0.0
Rv2260,1.0,1.0,1.0,1.0,1.0,0.37106999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56137,0.94015,0.9132399999999999,1.0,1.0,0.83045,1.0,0.01028,1.0,0.02201,0.86179,1.0,0.85557,0.56812,1.0,1.0,0.20015,0.96406,1.0,1.0,1.0,1.0,0.23135,1.0,1.0,1.0,0.9381299999999999,1.0,0.3757,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7279399999999999,1.0,1.0,1.0,1.0
Rv2261c,1.0,1.0,1.0,1.0,1.0,0.55533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25305,0.81713,0.19262,0.64766,0.67343,0.7703399999999999,0.61695,0.41626,0.98766,1.0,0.45357,0.8256399999999999,1.0,0.85557,0.7769199999999999,1.0,1.0,0.7405,0.30709000000000003,1.0,1.0,1.0,0.99423,0.96547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8067,1.0,1.0,1.0,1.0
Rv2262c,1.0,1.0,1.0,1.0,1.0,0.37013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7652399999999999,0.82204,0.85926,0.82255,1.0,1.0,0.16758,0.4198,1.0,1.0,0.82209,0.8603299999999999,1.0,1.0,0.8740399999999999,1.0,0.99913,0.8451700000000001,0.76151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8746299999999999,1.0,1.0,1.0,1.0
Rv2263,1.0,1.0,1.0,1.0,1.0,0.73958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63888,1.0,0.95005,0.9456100000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.35879,0.8280299999999999,1.0,0.49031,1.0,1.0,0.27276999999999996,0.87951,1.0,1.0,1.0,1.0,1.0,0.8258,1.0,1.0,1.0,0.83367,1.0,1.0,1.0,0.68637,1.0,0.47543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98308,0.49746,1.0,1.0,1.0,0.06796
Rv2264c,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9397,1.0,0.9872299999999999,0.9528399999999999,1.0,1.0,1.0,1.0,0.6466,1.0,0.63172,0.16266,1.0,0.94504,0.33265,1.0,0.3135,0.04807,1.0,1.0,1.0,1.0,1.0,0.07277,0.8866700000000001,1.0,1.0,0.96054,1.0,1.0,1.0,0.4799600000000001,1.0,0.9975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9930399999999999,1.0,1.0,1.0,1.0
Rv2265,1.0,1.0,1.0,1.0,1.0,0.49568999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94027,1.0,1.0,0.9456100000000001,1.0,0.94134,0.9847899999999999,1.0,1.0,1.0,0.4724,0.63141,1.0,0.80071,0.40175,1.0,0.72405,0.72543,1.0,1.0,1.0,1.0,1.0,0.9906200000000001,1.0,1.0,0.47711000000000003,1.0,1.0,1.0,1.0,0.9752700000000001,0.8384799999999999,0.15656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95244,1.0,1.0,1.0,1.0
Rv2266,1.0,1.0,1.0,1.0,1.0,0.2546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6865,0.9911399999999999,0.99941,0.85195,1.0,1.0,0.97136,1.0,1.0,1.0,1.0,0.89015,1.0,0.84525,0.9683700000000001,1.0,0.9994799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,0.99903,1.0,0.65977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99697,1.0,1.0,0.70407,1.0,1.0,1.0,1.0
Rv2267c,1.0,1.0,1.0,1.0,1.0,0.8477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9706100000000001,0.93865,0.91824,1.0,1.0,0.45286000000000004,0.76561,1.0,0.95654,1.0,0.4577100000000001,0.49312,1.0,1.0,0.5169100000000001,1.0,0.84403,0.33074000000000003,0.99575,1.0,1.0,1.0,1.0,0.40587,1.0,1.0,0.82406,0.01535,1.0,1.0,1.0,0.77163,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08674,1.0,1.0,1.0,1.0
Rv2268c,1.0,1.0,1.0,1.0,1.0,0.6379199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58172,1.0,0.38756,0.9183,1.0,0.9847299999999999,1.0,0.49508,1.0,1.0,0.97305,1.0,1.0,0.52252,1.0,0.9329,0.14737999999999998,1.0,1.0,1.0,0.41193,1.0,1.0,1.0,0.96054,1.0,1.0,1.0,0.98093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9614,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2269c,1.0,1.0,1.0,1.0,1.0,0.56863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96111,1.0,0.7269,0.9498700000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.78236,0.47021999999999997,1.0,0.82388,0.54651,1.0,0.37923,1.0,0.96115,1.0,1.0,1.0,1.0,0.9924200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84305,1.0,0.0,1.0
Rv2270,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26356999999999997,1.0,1.0,0.9456100000000001,1.0,0.5574,0.8950899999999999,1.0,0.77284,1.0,0.54077,0.44478999999999996,1.0,0.51648,0.65145,1.0,0.0494,0.29026,1.0,1.0,1.0,1.0,1.0,0.92189,1.0,1.0,0.9397399999999999,0.50333,1.0,1.0,1.0,0.40608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55483,1.0,1.0,1.0,1.0
Rv2271,1.0,1.0,1.0,1.0,1.0,0.40743,0.6832199999999999,1.0,1.0,0.14598,1.0,1.0,1.0,0.78189,1.0,0.78751,0.81716,1.0,1.0,0.41411000000000003,1.0,1.0,1.0,0.61166,1.0,1.0,0.9698700000000001,1.0,1.0,0.27946,0.6401600000000001,1.0,1.0,1.0,1.0,1.0,0.58482,0.98314,1.0,1.0,1.0,1.0,1.0,1.0,0.38464,1.0,0.41243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69704,1.0,0.9560200000000001,1.0,1.0
Rv2272,1.0,1.0,1.0,1.0,1.0,0.43133999999999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95949,1.0,1.0,0.9456100000000001,1.0,0.96524,0.9966200000000001,1.0,0.99915,1.0,0.10922,0.65517,1.0,0.81601,0.1995,1.0,1.0,0.53328,0.97231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61784,1.0,1.0,1.0,1.0,1.0,1.0,0.9151,1.0,1.0,0.59292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv2273,1.0,1.0,1.0,1.0,1.0,0.4652600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83616,0.94047,1.0,1.0,1.0,1.0,0.88413,1.0,0.9537899999999999,1.0,0.69806,1.0,1.0,0.62773,0.74356,1.0,0.70667,0.35808,0.5554899999999999,1.0,1.0,1.0,1.0,0.43673999999999996,1.0,1.0,1.0,0.75943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49746,1.0,1.0,1.0,1.0
Rv2274A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9403600000000001,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
Rv2274c,1.0,1.0,1.0,0.4471600000000001,1.0,0.87795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77515,0.33907,1.0,0.36608,0.9663,0.9460799999999999,1.0,1.0,0.04106,0.35774,1.0,0.81601,0.9757,1.0,0.8185600000000001,1.0,0.96225,1.0,1.0,1.0,1.0,0.66803,1.0,1.0,0.8833799999999999,1.0,0.93468,1.0,1.0,1.0,1.0,0.52525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68384,1.0,1.0,0.0,0.28784
Rv2275,1.0,1.0,1.0,1.0,1.0,0.71691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79505,1.0,0.80178,0.64286,1.0,1.0,0.4408,1.0,0.84403,1.0,0.98811,1.0,1.0,1.0,1.0,0.42594,1.0,1.0,1.0,0.8976700000000001,0.54573,0.17819000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75654,1.0,1.0,1.0,1.0
Rv2276,1.0,1.0,1.0,1.0,1.0,0.7638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5861,0.23790999999999998,0.90225,0.74424,1.0,0.84539,0.79603,1.0,0.99045,1.0,1.0,0.86179,1.0,0.0,0.01218,0.73845,1.0,0.8451700000000001,1.0,1.0,1.0,1.0,1.0,0.79279,1.0,1.0,1.0,0.56314,1.0,1.0,1.0,1.0,1.0,0.15467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5821,1.0,1.0,0.8644299999999999,1.0,1.0,0.9045799999999999,1.0
Rv2277c,1.0,1.0,1.0,1.0,1.0,0.34806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99139,0.9800399999999999,1.0,0.79632,1.0,0.9338200000000001,0.98718,1.0,0.51935,1.0,0.44851,0.06054,1.0,1.0,0.37922,1.0,0.90774,0.39186,1.0,1.0,1.0,1.0,1.0,0.95805,0.9849100000000001,1.0,0.92365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7996800000000001,1.0,1.0,1.0,1.0
Rv2278,1.0,1.0,1.0,1.0,1.0,0.59058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53252,1.0,1.0,1.0,1.0,0.97403,0.2982,1.0,0.8891399999999999,1.0,1.0,1.0,1.0,1.0,0.55742,1.0,0.69125,1.0,1.0,1.0,1.0,1.0,1.0,0.7639,1.0,1.0,1.0,1.0,0.70639,1.0,1.0,0.9517399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5627800000000001,1.0,1.0,1.0,1.0
