Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,129s1.SvImJ_vs_mbio_H37Rv,A.J_vs_mbio_H37Rv,C57BL.6J_vs_mbio_H37Rv,CC001.Unc_vs_mbio_H37Rv,CC002.Unc_vs_mbio_H37Rv,CC003.Unc_vs_mbio_H37Rv,CC004.TauUnc_vs_mbio_H37Rv,CC005.TauUnc_vs_mbio_H37Rv,CC006.TauUnc_vs_mbio_H37Rv,CC007.Unc_vs_mbio_H37Rv,CC008.GeniUnc_vs_mbio_H37Rv,CC009.Unc_vs_mbio_H37Rv,CC010.GeniUnc_vs_mbio_H37Rv,CC011.Unc_vs_mbio_H37Rv,CC012.GeniUnc_vs_mbio_H37Rv,CC013.GeniUnc_vs_mbio_H37Rv,CC015.Unc_vs_mbio_H37Rv,CC016.GeniUnc_vs_mbio_H37Rv,CC017.Unc_vs_mbio_H37Rv,CC018.Unc_vs_mbio_H37Rv,CC019.TauUnc_vs_mbio_H37Rv,CC021.Unc_vs_mbio_H37Rv,CC022.GeniUnc_vs_mbio_H37Rv,CC023.GeniUnc_vs_mbio_H37Rv,CC024.GeniUnc_vs_mbio_H37Rv,CC025.GeniUnc_vs_mbio_H37Rv,CC027.GeniUnc_vs_mbio_H37Rv,CC028.GeniUnc_vs_mbio_H37Rv,CC030.GeniUnc_vs_mbio_H37Rv,CC031.GeniUnc_vs_mbio_H37Rv,CC032.GeniUnc_vs_mbio_H37Rv,CC033.GeniUnc_vs_mbio_H37Rv,CC034.Unc_vs_mbio_H37Rv,CC035.Unc_vs_mbio_H37Rv,CC037.TauUnc_vs_mbio_H37Rv,CC038.GeniUnc_vs_mbio_H37Rv,CC039.Unc_vs_mbio_H37Rv,CC040.TauUnc_vs_mbio_H37Rv,CC041.TauUnc_vs_mbio_H37Rv,CC042.GeniUnc_vs_mbio_H37Rv,CC043.GeniUnc_vs_mbio_H37Rv,CC044.Unc_vs_mbio_H37Rv,CC045.GeniUnc_vs_mbio_H37Rv,CC046.Unc_vs_mbio_H37Rv,CC047.Unc_vs_mbio_H37Rv,CC051.TauUnc_vs_mbio_H37Rv,CC056.GeniUnc_vs_mbio_H37Rv,CC057.Unc_vs_mbio_H37Rv,CC059.TauUnc_vs_mbio_H37Rv,CC061.GeniUnc_vs_mbio_H37Rv,CC065.Unc_vs_mbio_H37Rv,Cast.EiJ_vs_mbio_H37Rv,IFNG_vs_mbio_H37Rv,NOD.ShiLtJ_vs_mbio_H37Rv,NOS_vs_mbio_H37Rv,NZO.H1LtJ_vs_mbio_H37Rv,PWK.PhJ_vs_mbio_H37Rv,Phox_vs_mbio_H37Rv,Rag_vs_mbio_H37Rv,Wsb.Eij_vs_mbio_H37Rv,in_vitro_vs_mbio_H37Rv
Rv1586c,1.0,1.0,1.0,1.0,1.0,0.60223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0108799999999999,1.0,0.09698,0.02036,0.96229,0.01705,0.0,1.0,0.99045,1.0,0.81702,0.53237,1.0,0.85557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8244,1.0,1.0,1.0,0.96054,1.0,1.0,1.0,0.91607,1.0,0.99675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69313,1.0,1.0,1.0,0.89359,0.91943,1.0,1.0,0.35139,0.81927,1.0,0.96876,1.0,0.93619,1.0,0.7892399999999999,0.90757,1.0,1.0,1.0,0.85439,1.0,0.53159,0.99861,1.0,0.76668,0.95102,0.94225,0.98062,1.0,0.87946,0.66177,0.72113,0.83036,0.92362,0.83706,1.0,0.47625,0.4985199999999999,0.6652,1.0,1.0,0.92756,1.0,0.99809,0.93397,1.0,0.6994,0.83596,1.0,1.0,0.56717,1.0,0.72623,0.80148,0.95971,1.0,0.99436,1.0,0.49085,0.59977,1.0,0.83468,0.78962,0.96374,0.88134
Rv1587c,1.0,1.0,1.0,1.0,1.0,0.2377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12506,1.0,0.40783,0.8064899999999999,1.0,0.96636,0.71136,1.0,0.0,1.0,0.35427,0.33129,1.0,0.85557,0.13912,1.0,1.0,0.11637,1.0,1.0,1.0,1.0,1.0,0.57108,1.0,1.0,1.0,0.58735,1.0,1.0,1.0,0.81602,1.0,0.53357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91871,1.0,1.0,1.0,1.0,0.18074,0.2210099999999999,0.54352,0.4245899999999999,0.04364,0.40009,0.7119,0.62762,0.42411,0.4379399999999999,0.75862,0.62775,1.0,0.32211,0.46903,0.35525,0.24113,0.15571,0.37956,0.2583,0.07628,0.47571,0.49054,0.66606,0.5045,0.64279,0.23639,0.42432,0.2386,0.94144,0.24276,0.51179,0.64272,0.2620699999999999,0.81779,0.02258,0.85321,0.3072,0.26782,0.2298199999999999,0.3552099999999999,0.40059,1.0,0.62041,0.26147,0.15517,0.37174,0.6212,0.48552,0.1583,0.24547,0.50856,0.30207,0.5855,0.17789,0.1522,0.34743,0.06786,0.07303,0.37427,0.48931
Rv1588c,1.0,1.0,1.0,1.0,1.0,0.99397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98693,0.98325,1.0,0.8426,0.74969,1.0,0.97942,1.0,0.59708,1.0,1.0,0.85557,0.71725,1.0,0.72268,0.78892,0.6356,1.0,1.0,1.0,1.0,0.63265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70512,1.0,0.94829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7646,1.0,0.98891,0.319,0.44519,0.8690399999999999,0.97681,0.42861,0.8606799999999999,1.0,0.39304,0.76588,1.0,0.98194,0.6307699999999999,0.4386,0.78923,0.53161,1.0,0.50957,0.4244,0.86266,0.86974,0.77198,1.0,1.0,0.60048,0.8328200000000001,0.62969,0.95929,0.52257,0.8780399999999999,0.8849,0.20471,0.8772700000000001,0.99834,1.0,1.0,0.91154,0.9661,0.63126,0.6966,0.70689,0.66992,0.79459,0.98868,0.8997700000000001,0.73729,0.53943,0.31371,0.65864,1.0,0.18315,1.0,0.67799,1.0,0.59104,1.0,1.0,0.8850399999999999,0.94276
Rv1589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9364,1.0,1.0,0.7744300000000001,1.0,1.0,0.9183,1.0,0.0,0.59363,1.0,0.7560100000000001,0.02064,0.62679,0.57067,0.0133,0.6023,0.8349799999999999,0.00443,0.66932,1.0,1.0,1.0,0.11903,1.0,1.0,1.0,0.0,0.93468,1.0,1.0,0.08774,1.0,0.99379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91589,1.0,1.0,1.0,0.243,0.0,0.5855600000000001,0.11349,0.01735,0.11337,0.11254,0.09673,0.11052,0.11179,0.1348,0.12197,0.10898,0.20339,0.55667,0.12192,0.11565,0.12049,0.11793,0.52557,0.12167,0.10593,0.105,0.1045,0.11523,0.12336,0.09377,0.13409,0.13498,0.11047,0.11298,0.47951,0.10409,0.12085,0.1324,0.11187,0.40101,0.10088,0.1273,0.12825,0.13421,0.14449,0.1674,0.0873299999999999,0.10418,0.12086,0.11746,0.11109,0.133,0.13974,0.48552,0.0913,0.10435,0.11604,0.12233,0.91572,0.10446,0.25785,0.497,0.10562,0.10989,0.13132,0.9256
Rv1590,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31116,1.0,0.94974,0.79462,1.0,1.0,0.93638,1.0,0.114,1.0,0.74122,0.88031,1.0,0.85557,0.91966,1.0,0.90914,1.0,0.05985,1.0,1.0,1.0,1.0,0.26403,1.0,1.0,1.0,0.0309899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7410800000000001,1.0,1.0,1.0,0.0573299999999999,0.4262399999999999,0.25559,0.114,0.27134,0.25335,0.26683,0.27979,0.26575,0.26741,0.32218,0.23769,0.2944,0.63337,0.27048,0.2856599999999999,0.2596699999999999,0.26998,0.6184,0.27775,0.25344,0.2474199999999999,0.24902,0.27397,0.2864,0.27015,0.26925,0.2394,0.2361599999999999,0.2541199999999999,0.59896,0.27664,0.26783,0.28117,0.41371,0.41607,0.20959,0.28725,0.2779,0.28364,0.26683,0.46185,0.21201,0.25665,0.23184,0.26147,0.24328,0.28452,0.27798,0.48995,0.21638,0.26159,0.28471,0.24076,0.4752399999999999,0.26129,0.4772699999999999,0.5852,0.28489,0.21365,0.25804,0.8112199999999999
Rv1591,1.0,1.0,1.0,1.0,1.0,0.3138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98669,1.0,1.0,1.0,1.0,1.0,0.15672,1.0,0.55301,0.8245899999999999,1.0,0.48096,0.37922,1.0,0.3622,0.57672,0.64449,0.8659,1.0,1.0,1.0,0.85575,1.0,1.0,0.5971,1.0,1.0,1.0,1.0,0.97527,1.0,0.65186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35264,1.0,1.0,1.0,1.0,1.0,0.99136,0.9593,0.96428,0.99562,1.0,1.0,0.99099,1.0,1.0,1.0,0.95561,1.0,1.0,1.0,0.37503,0.8716,1.0,0.9165,0.8518899999999999,0.47744,0.6522899999999999,0.83119,0.8570700000000001,0.96218,1.0,0.42585,0.543,0.57998,1.0,1.0,1.0,1.0,0.95638,0.40541,0.8745299999999999,1.0,1.0,0.94245,1.0,0.73109,1.0,0.45235,0.75274,0.40848,0.70095,1.0,1.0,0.58545,0.25164,1.0,0.69462,0.14307,0.8738799999999999,0.95656,0.96144,0.77856,1.0,0.84603,0.96453,0.73248
Rv1592c,0.399,1.0,1.0,0.0,1.0,0.90357,0.0,1.0,0.0,0.0,0.01995,0.9994,1.0,0.26938,1.0,0.49991,0.3585,1.0,0.5976899999999999,0.9183,1.0,0.0,1.0,0.00771,0.01629,0.0,0.4933,0.0,0.5332100000000001,0.02525,0.00849,0.0,1.0,1.0,1.0,1.0,0.00665,0.07723,1.0,0.3327699999999999,0.74066,1.0,0.94469,1.0,0.0155199999999999,0.0,0.0,1.0,1.0,1.0,1.0,0.81782,0.0,1.0,0.7173,0.01247,1.0,0.3465,0.9443,0.85629,1.0,1.0,1.0,0.0,0.22729,0.13202,0.01911,0.04987,0.91205,0.41465,0.1237099999999999,0.1106299999999999,0.15102,0.31406,0.09876,0.14378,0.6569699999999999,0.09758,0.81638,0.24388,0.08291,0.46581,0.85406,0.1995,0.2394,0.0818,0.129,0.8981399999999999,0.31254,1.0,0.126,0.1037,0.05285,0.38075,0.10409,0.33695,0.15694,0.64742,0.31234,0.81857,0.12871,0.9607,0.27258,0.81411,0.17387,0.11843,0.1554,0.04058,0.23128,0.4821,0.0931,0.21774,0.81218,0.05285,0.77095,0.37463,0.38006,1.0,0.637,0.0883299999999999,0.45202,0.75835,1.0,0.25029,0.93967
Rv1593c,1.0,1.0,1.0,1.0,1.0,0.74049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9698,0.92278,0.98693,0.98026,1.0,1.0,0.9807,1.0,0.89584,1.0,0.59572,0.86179,1.0,0.16775,0.06264,0.73452,0.70667,0.10882,0.0764,1.0,1.0,1.0,1.0,0.52091,1.0,1.0,0.8113100000000001,0.79275,1.0,1.0,1.0,0.789,1.0,0.84321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5888100000000001,0.8292299999999999,0.71212,0.93995,1.0,0.9911,1.0,1.0,0.91428,0.91744,1.0,1.0,0.8523799999999999,0.92649,0.89061,1.0,0.85083,0.83705,1.0,1.0,0.57367,0.7723300000000001,0.83368,1.0,0.82914,0.5778,0.47043,0.7658,1.0,0.92663,0.66351,0.94734,0.59517,0.40101,1.0,1.0,0.97218,0.87495,1.0,1.0,0.95668,0.7501899999999999,0.48596,1.0,1.0,1.0,0.96546,1.0,0.99549,0.94472,1.0,0.46234,0.76097,0.78262,1.0,0.91848,0.79145,0.4071,0.8505799999999999,0.5431
Rv1594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63888,1.0,1.0,0.33859,1.0,1.0,0.99662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8112199999999999
Rv1595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94047,0.7759,0.4162899999999999,1.0,0.93004,0.171,0.03664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98883,1.0,1.0,0.5998899999999999,0.08107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,0.9411,0.98899,0.88218,0.99133,1.0,1.0,1.0,1.0,1.0,0.9707,0.9724,1.0,1.0,1.0,1.0,0.98711,1.0,1.0,0.99711,1.0,1.0,0.97242,0.98035,1.0,1.0,0.99471,0.969,0.96321,0.98806,1.0,1.0,1.0,0.95806,0.9819,1.0,0.95715,1.0,1.0,1.0,1.0,0.99251,0.93898,0.98206,0.98461,1.0,0.9975,0.99104,1.0,1.0,0.96727,1.0,0.9971,0.99162,0.9296,1.0,1.0,1.0,1.0,0.97,1.0,0.95388
Rv1596,1.0,1.0,1.0,1.0,1.0,0.7105600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87434,1.0,0.98903,1.0,1.0,1.0,1.0,1.0,0.98473,1.0,0.947,0.81752,1.0,0.85557,1.0,1.0,0.84403,0.65466,0.95861,1.0,1.0,1.0,1.0,0.855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83362,1.0,1.0,1.0,1.0,1.0,0.78684,0.79599,0.92334,1.0,1.0,0.97252,1.0,0.96807,1.0,0.33479,0.99329,1.0,1.0,0.94486,0.79387,1.0,0.95843,0.98561,0.94645,0.88523,0.7389600000000001,0.97775,0.8542799999999999,0.96279,1.0,0.85739,1.0,0.98642,0.93593,1.0,1.0,0.43233,1.0,0.81186,0.76298,0.99958,0.95869,0.99175,0.94666,0.4707699999999999,0.8987200000000001,1.0,0.8304799999999999,0.9412,1.0,0.90653,0.97603,0.8801899999999999,0.84306,1.0,1.0,0.9542,0.94932,1.0,1.0,1.0,1.0,0.83031,0.96696,0.69693
Rv1597,1.0,1.0,1.0,1.0,1.0,0.27604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62639,1.0,0.4424,1.0,1.0,1.0,0.95465,1.0,1.0,1.0,0.82914,0.8475600000000001,1.0,0.50395,0.57315,1.0,0.70205,1.0,1.0,1.0,1.0,1.0,1.0,0.5142,1.0,1.0,0.84691,0.8883200000000001,1.0,1.0,1.0,0.77412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8658100000000001,1.0,1.0,1.0,1.0,0.97282,0.88612,0.96297,1.0,0.99043,0.95349,1.0,0.94998,1.0,0.27576,0.8962,1.0,1.0,1.0,0.99049,1.0,0.99602,0.95553,0.95788,1.0,1.0,0.49954,0.91357,1.0,0.9002399999999999,1.0,1.0,0.4684,1.0,0.6412100000000001,0.93823,0.6221,0.92276,0.94351,0.66065,0.94206,0.96387,1.0,0.84688,0.8669,1.0,0.29625,0.7451399999999999,0.97922,1.0,1.0,0.99104,1.0,0.67696,0.7558699999999999,1.0,0.8978299999999999,1.0,0.87166,0.8418899999999999,1.0,0.934,1.0,0.99835,1.0,1.0
Rv1598c,1.0,1.0,1.0,1.0,1.0,0.4193699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8911,1.0,1.0,0.85669,1.0,1.0,1.0,1.0,0.51935,1.0,0.85867,0.49914,1.0,0.8340700000000001,0.28805,1.0,0.3034,0.99663,1.0,1.0,1.0,1.0,1.0,0.97289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53898,1.0,0.85513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96429,1.0,1.0,1.0,1.0,0.65837,0.5629,0.2928,0.47786,0.65693,0.59833,0.63789,0.70407,0.64394,0.85572,0.7241,0.4869199999999999,0.62468,0.7663800000000001,0.5060600000000001,0.1995,0.73815,0.55,0.4427,0.76458,0.6230600000000001,0.56786,0.46103,0.8215899999999999,0.74892,0.80697,0.54291,0.1496299999999999,0.48256,0.84283,0.40938,0.71965,0.5522100000000001,0.8410700000000001,0.98201,0.8501299999999999,0.85321,0.7056899999999999,0.94245,0.5517,1.0,0.194,0.33663,0.6481899999999999,0.59634,0.7147100000000001,0.4454899999999999,0.6974199999999999,0.99973,0.92771,0.53415,0.82073,0.349,0.5764100000000001,0.5888,0.44269,0.74311,0.6104,0.46386,0.45418,0.10659
Rv1599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94015,1.0,0.94477,1.0,0.49936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94394
Rv1600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5384,0.97074,0.90225,0.18866,0.94229,0.8235899999999999,0.27275,0.7007399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98275,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.799
Rv1601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19119,1.0,1.0,1.0,1.0,1.0,0.49313,1.0,1.0,1.0,1.0,0.3855699999999999,0.53571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57045
Rv1602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5805
Rv1603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94053,0.94561,1.0,1.0,0.9183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1604,1.0,1.0,1.0,1.0,1.0,0.34437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89328,1.0,0.95264,0.98325,1.0,1.0,0.9733,1.0,0.84372,1.0,0.07805,0.4507899999999999,1.0,0.60024,0.39979,1.0,0.15208,0.2100699999999999,0.47015,1.0,1.0,1.0,1.0,0.75437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88079,1.0,1.0,0.20185,1.0,1.0,0.0547,0.96046,0.77725,0.65981,0.31316,0.46011,0.58639,0.74583,0.64873,0.70753,0.65798,0.53632,0.54281,0.72431,0.70676,0.73654,0.61998,0.4536699999999999,0.88245,0.6087,0.6098,0.6361399999999999,0.52279,0.5654100000000001,0.61469,0.7893399999999999,0.88966,0.59445,1.0,0.49675,0.56452,0.95754,0.68315,0.68281,0.52199,0.63534,0.8692,0.4138699999999999,0.71618,0.54309,0.72721,0.6481100000000001,0.91279,0.53062,0.8472299999999999,0.58716,0.72427,0.70095,0.5532199999999999,0.65447,0.52766,0.5242,0.72637,0.8307200000000001,0.45775,0.59207,0.8204299999999999,1.0,0.60938,0.64407,0.8199299999999999,0.70202,0.26529
