Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,129s1.SvImJ_vs_C57BL.6J,A.J_vs_C57BL.6J,C57BL.6J_vs_mbio_H37Rv,CC001.Unc_vs_C57BL.6J,CC002.Unc_vs_C57BL.6J,CC003.Unc_vs_C57BL.6J,CC004.TauUnc_vs_C57BL.6J,CC005.TauUnc_vs_C57BL.6J,CC006.TauUnc_vs_C57BL.6J,CC007.Unc_vs_C57BL.6J,CC008.GeniUnc_vs_C57BL.6J,CC009.Unc_vs_C57BL.6J,CC010.GeniUnc_vs_C57BL.6J,CC011.Unc_vs_C57BL.6J,CC012.GeniUnc_vs_C57BL.6J,CC013.GeniUnc_vs_C57BL.6J,CC015.Unc_vs_C57BL.6J,CC016.GeniUnc_vs_C57BL.6J,CC017.Unc_vs_C57BL.6J,CC018.Unc_vs_C57BL.6J,CC019.TauUnc_vs_C57BL.6J,CC021.Unc_vs_C57BL.6J,CC022.GeniUnc_vs_C57BL.6J,CC023.GeniUnc_vs_C57BL.6J,CC024.GeniUnc_vs_C57BL.6J,CC025.GeniUnc_vs_C57BL.6J,CC027.GeniUnc_vs_C57BL.6J,CC028.GeniUnc_vs_C57BL.6J,CC030.GeniUnc_vs_C57BL.6J,CC031.GeniUnc_vs_C57BL.6J,CC032.GeniUnc_vs_C57BL.6J,CC033.GeniUnc_vs_C57BL.6J,CC034.Unc_vs_C57BL.6J,CC035.Unc_vs_C57BL.6J,CC037.TauUnc_vs_C57BL.6J,CC038.GeniUnc_vs_C57BL.6J,CC039.Unc_vs_C57BL.6J,CC040.TauUnc_vs_C57BL.6J,CC041.TauUnc_vs_C57BL.6J,CC042.GeniUnc_vs_C57BL.6J,CC043.GeniUnc_vs_C57BL.6J,CC044.Unc_vs_C57BL.6J,CC045.GeniUnc_vs_C57BL.6J,CC046.Unc_vs_C57BL.6J,CC047.Unc_vs_C57BL.6J,CC051.TauUnc_vs_C57BL.6J,CC056.GeniUnc_vs_C57BL.6J,CC057.Unc_vs_C57BL.6J,CC059.TauUnc_vs_C57BL.6J,CC061.GeniUnc_vs_C57BL.6J,CC065.Unc_vs_C57BL.6J,Cast.EiJ_vs_C57BL.6J,IFNG_vs_C57BL.6J,NOD.ShiLtJ_vs_C57BL.6J,NOS_vs_C57BL.6J,NZO.H1LtJ_vs_C57BL.6J,PWK.PhJ_vs_C57BL.6J,Phox_vs_C57BL.6J,Rag_vs_C57BL.6J,Wsb.Eij_vs_C57BL.6J,in_vitro_vs_C57BL.6J
Rv1890c,1.0,1.0,1.0,1.0,1.0,0.76686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78189,0.97074,0.9395,0.95967,1.0,0.8822,0.81533,1.0,0.86405,1.0,0.6672100000000001,0.44693,1.0,1.0,0.76286,1.0,0.84403,0.31477,0.6356,1.0,1.0,1.0,1.0,0.8255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70398,1.0,1.0,1.0,1.0,1.0,0.79667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1891,1.0,1.0,1.0,1.0,1.0,0.59873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90932,1.0,0.98693,0.97086,1.0,1.0,0.87571,1.0,0.3108599999999999,1.0,0.42896,1.0,1.0,0.7314,0.1149,1.0,0.38461,1.0,1.0,1.0,1.0,1.0,1.0,0.62358,1.0,1.0,1.0,0.7764300000000001,1.0,1.0,1.0,0.97527,1.0,0.50971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31108,0.56706,1.0,1.0,0.1229799999999999,1.0,1.0,0.6035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94847,1.0,1.0
Rv1892,1.0,1.0,1.0,1.0,1.0,0.2803199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8383799999999999,1.0,0.8669,0.9183,1.0,0.54385,1.0,0.27778,1.0,1.0,0.85131,0.21135,1.0,0.35851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98704,1.0,1.0,1.0,1.0,1.0,0.85513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85629,1.0,1.0,1.0,1.0,1.0,0.8518600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1894c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95012,1.0,0.99588,1.0,1.0,0.98256,0.84578,1.0,1.0,1.0,0.2569,0.5019600000000001,1.0,0.61622,0.50488,1.0,1.0,0.90244,1.0,1.0,1.0,1.0,1.0,0.95802,1.0,1.0,1.0,0.65852,1.0,1.0,1.0,0.89297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1895,1.0,1.0,1.0,1.0,1.0,0.6167600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91597,1.0,1.0,1.0,0.7812899999999999,1.0,0.8569899999999999,1.0,1.0,0.86179,1.0,0.79581,0.32554,1.0,0.73556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8866700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97297,1.0,1.0,0.8878799999999999,1.0,1.0,1.0,1.0,1.0,0.82071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1896c,1.0,1.0,1.0,0.6046,1.0,0.30303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68093,1.0,0.94015,0.95967,1.0,1.0,0.90763,1.0,1.0,1.0,1.0,0.94858,1.0,1.0,0.79003,1.0,1.0,0.4962399999999999,0.8240299999999999,1.0,1.0,1.0,1.0,0.89949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8176800000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41941,1.0,1.0,1.0,1.0,1.0,0.89986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1897c,1.0,1.0,1.0,0.70949,1.0,0.5787899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97074,1.0,0.80401,1.0,1.0,0.9183,1.0,0.98473,1.0,0.33668,0.4460199999999999,1.0,0.7428600000000001,0.37936,1.0,0.17179,0.68952,1.0,1.0,1.0,1.0,1.0,0.63749,1.0,1.0,0.6463899999999999,1.0,1.0,1.0,1.0,0.61905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50379,1.0,1.0,0.54496,1.0,0.54577,0.3028,1.0,1.0,0.96862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1898,1.0,1.0,1.0,0.99792,1.0,0.4819199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5180600000000001,1.0,0.8954,0.77564,1.0,0.82481,0.95654,1.0,1.0,1.0,0.08118,0.41126,1.0,0.35958,0.36489,1.0,0.84403,0.91465,1.0,1.0,1.0,1.0,1.0,0.55674,1.0,1.0,1.0,0.97119,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61077,1.0,0.61298,1.0,1.0,1.0,0.97163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1899c,1.0,1.0,1.0,0.8682799999999999,1.0,0.27792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94956,1.0,1.0,0.94561,1.0,1.0,0.96862,1.0,0.47253,1.0,0.44723,0.14468,1.0,0.59711,0.13713,1.0,0.66604,0.70524,1.0,1.0,1.0,1.0,1.0,0.3887199999999999,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,0.4630399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85629,1.0,1.0,1.0,1.0,1.0,0.92219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98141
Rv1900c,1.0,1.0,1.0,1.0,1.0,0.37518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95012,0.93885,0.98693,1.0,1.0,1.0,0.8240299999999999,1.0,1.0,1.0,0.59741,0.71122,1.0,0.8297100000000001,1.0,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.68152,1.0,1.0,0.98707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8275,1.0,1.0,1.0,1.0,1.0,0.2191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1901,1.0,1.0,1.0,1.0,1.0,0.32113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94027,1.0,0.78751,1.0,1.0,1.0,0.94976,1.0,0.1522599999999999,1.0,0.20264,1.0,1.0,0.66133,0.16909,1.0,0.0878299999999999,0.88692,1.0,0.0,1.0,1.0,1.0,0.99352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02162,1.0,0.08279,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.61385,0.6905100000000001,1.0,0.2154599999999999,0.20988,0.3089,1.0,0.31427,1.0,1.0,0.0036299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3683099999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1902c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4517199999999999,1.0,1.0,0.94561,1.0,1.0,0.9839,1.0,1.0,1.0,0.70987,0.69606,1.0,0.74147,0.8628,1.0,0.5596300000000001,0.7420899999999999,1.0,1.0,1.0,1.0,1.0,0.95039,1.0,1.0,1.0,0.92952,1.0,1.0,1.0,0.8345600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78186,1.0,1.0,1.0,1.0,1.0,0.7378399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93287,1.0,1.0,1.0,1.0,1.0,1.0,0.70707
Rv1903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8955799999999999,1.0,0.87335,1.0,1.0,1.0,0.98094,1.0,1.0,1.0,0.36457,0.41171,1.0,0.8292700000000001,0.64507,1.0,0.99117,0.7894100000000001,1.0,0.9005299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85629,1.0,1.0,1.0,1.0,1.0,0.97639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1904,1.0,1.0,1.0,1.0,1.0,0.83768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76365,1.0,0.97019,1.0,1.0,1.0,0.95654,1.0,1.0,1.0,0.5567300000000001,0.47347,1.0,0.43642,0.27008,1.0,0.6499,1.0,1.0,1.0,1.0,1.0,1.0,0.66564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6096699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1905c,1.0,1.0,1.0,1.0,1.0,0.5925600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91777,1.0,1.0,0.6908,1.0,1.0,0.99662,1.0,1.0,1.0,0.4928,1.0,1.0,0.84462,1.0,1.0,0.51948,0.8270299999999999,1.0,0.17361,1.0,1.0,1.0,0.92673,1.0,1.0,1.0,0.93578,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1906c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03011,1.0,1.0,1.0,1.0,0.92747,0.9733,1.0,0.0436,1.0,0.40494,0.20915,0.20133,0.20613,0.5375,0.87413,0.40118,1.0,0.25255,1.0,1.0,1.0,0.13583,0.78361,1.0,1.0,0.79469,1.0,0.16071,0.00849,1.0,0.75498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94226,1.0,1.0,1.0,1.0,1.0,0.34643,1.0,1.0,0.49003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1907c,1.0,1.0,1.0,1.0,1.0,0.6081300000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8708799999999999,1.0,1.0,0.94561,1.0,0.96957,0.9183,1.0,1.0,1.0,0.4156,0.84924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8270799999999999,1.0,1.0,1.0,1.0,0.77859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1908c,1.0,1.0,1.0,0.65481,1.0,1.0,0.88151,1.0,0.65814,1.0,1.0,1.0,1.0,0.0,0.12422,0.0,0.01663,0.0,0.0,0.00416,0.0,0.0,1.0,0.00243,1.0,0.00849,0.0,1.0,0.36708,0.0,1.0,0.97032,1.0,1.0,1.0,1.0,0.0,0.48403,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.81721,0.0,1.0,1.0,0.0,0.90879,1.0,1.0,1.0,1.0,0.5682699999999999,1.0,1.0,1.0,0.91871,1.0,0.6287,0.0,0.99916,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1909c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89675,1.0,0.87997,1.0,1.0,1.0,0.97598,1.0,0.0,1.0,0.29957,0.05741,1.0,0.2908199999999999,0.01415,1.0,1.0,0.4213399999999999,0.16723,1.0,1.0,1.0,1.0,0.42594,0.92021,1.0,0.83849,0.60238,1.0,1.0,1.0,0.02162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7491399999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.40544,1.0,0.21058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1910c,1.0,1.0,1.0,1.0,1.0,0.92547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76486,0.79115,1.0,1.0,1.0,1.0,0.91134,1.0,1.0,1.0,1.0,0.93925,1.0,1.0,1.0,1.0,0.8114899999999999,1.0,0.9834,1.0,1.0,1.0,1.0,0.97553,1.0,1.0,1.0,0.93813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09257,0.1279,1.0,1.0,1.0,1.0,1.0,0.97297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
