Rv_ID,sanger_level_II
Rv1118c,VI - UNKNOWN FUNCTION
Rv1119c,VI - UNKNOWN FUNCTION
Rv1125,VI - Unknowns
Rv1134,VI - UNKNOWN FUNCTION
Rv1137c,VI - UNKNOWN FUNCTION
Rv1154c,VI - UNKNOWN FUNCTION
Rv1155,VI - Unknowns
Rv1156,VI - Unknowns
Rv1171,VI - UNKNOWN FUNCTION
Rv1174c,VI - Unknowns
Rv1179c,VI - Unknowns
Rv1186c,VI - Unknowns
Rv1192,VI - UNKNOWN FUNCTION
Rv1203c,VI - UNKNOWN FUNCTION
Rv1222,VI - Unknowns
Rv1231c,VI - UNKNOWN FUNCTION
Rv1232c,VI - Unknowns
Rv1233c,VI - UNKNOWN FUNCTION
Rv1234,VI - UNKNOWN FUNCTION
Rv1251c,VI - Unknowns
Rv1259,VI - Unknowns
Rv1265,VI - UNKNOWN FUNCTION
Rv1268c,VI - UNKNOWN FUNCTION
Rv1276c,VI - Unknowns
Rv1277,VI - Unknowns
Rv1278,VI - Unknowns
Rv1289,VI - UNKNOWN FUNCTION
Rv1290c,VI - UNKNOWN FUNCTION
Rv1322,VI - UNKNOWN FUNCTION
Rv1324,VI - Unknowns
Rv1351,VI - UNKNOWN FUNCTION
Rv1356c,VI - UNKNOWN FUNCTION
Rv1366,VI - UNKNOWN FUNCTION
Rv1371,VI - UNKNOWN FUNCTION
Rv1374c,VI - UNKNOWN FUNCTION
Rv1382,VI - UNKNOWN FUNCTION
Rv1390,VI - Unknowns
Rv1413,VI - Unknowns
Rv1414,VI - Unknowns
Rv1417,VI - UNKNOWN FUNCTION
Rv1419,VI - UNKNOWN FUNCTION
Rv1434,VI - UNKNOWN FUNCTION
Rv1439c,VI - UNKNOWN FUNCTION
Rv1443c,VI - UNKNOWN FUNCTION
Rv1444c,VI - Unknowns
Rv1476,VI - UNKNOWN FUNCTION
Rv1494,VI - Unknowns
Rv1499,VI - UNKNOWN FUNCTION
Rv1502,VI - Unknowns
Rv1506c,VI - UNKNOWN FUNCTION
Rv1507c,VI - UNKNOWN FUNCTION
Rv1509,VI - UNKNOWN FUNCTION
Rv1535,VI - UNKNOWN FUNCTION
Rv1545,VI - UNKNOWN FUNCTION
Rv1567c,VI - UNKNOWN FUNCTION
Rv1597,VI - UNKNOWN FUNCTION
Rv1615,VI - UNKNOWN FUNCTION
Rv1632c,VI - UNKNOWN FUNCTION
Rv1669,VI - UNKNOWN FUNCTION
Rv1680,VI - Unknowns
Rv1691,VI - UNKNOWN FUNCTION
Rv1693,VI - UNKNOWN FUNCTION
Rv1721c,VI - Unknowns
Rv1724c,VI - UNKNOWN FUNCTION
Rv1734c,VI - Unknowns
Rv1735c,VI - Unknowns
Rv1742,VI - UNKNOWN FUNCTION
Rv1744c,VI - UNKNOWN FUNCTION
Rv1748,VI - UNKNOWN FUNCTION
Rv1752,VI - UNKNOWN FUNCTION
Rv1761c,VI - UNKNOWN FUNCTION
Rv1762c,VI - UNKNOWN FUNCTION
Rv1769,VI - Unknowns
Rv1772,VI - Unknowns
Rv1778c,VI - UNKNOWN FUNCTION
Rv1805c,VI - UNKNOWN FUNCTION
Rv1825,VI - UNKNOWN FUNCTION
Rv1831,VI - UNKNOWN FUNCTION
Rv1845c,VI - Unknowns
Rv1861,VI - UNKNOWN FUNCTION
Rv1870c,VI - UNKNOWN FUNCTION
Rv1871c,VI - UNKNOWN FUNCTION
Rv1873,VI - UNKNOWN FUNCTION
Rv1874,VI - UNKNOWN FUNCTION
Rv1885c,VI - Unknowns
Rv1887,VI - UNKNOWN FUNCTION
Rv1888c,VI - UNKNOWN FUNCTION
Rv1890c,VI - UNKNOWN FUNCTION
Rv1891,VI - UNKNOWN FUNCTION
Rv1892,VI - UNKNOWN FUNCTION
Rv1893,VI - UNKNOWN FUNCTION
Rv1898,VI - UNKNOWN FUNCTION
Rv1907c,VI - UNKNOWN FUNCTION
Rv1913,VI - UNKNOWN FUNCTION
Rv1914c,VI - UNKNOWN FUNCTION
Rv1924c,VI - UNKNOWN FUNCTION
Rv1926c,VI - Unknowns
Rv1927,VI - UNKNOWN FUNCTION
Rv1929c,VI - UNKNOWN FUNCTION
Rv1944c,VI - Unknowns
Rv1947,VI - UNKNOWN FUNCTION
Rv1948c,VI - UNKNOWN FUNCTION
Rv1954c,VI - UNKNOWN FUNCTION
Rv1955,VI - Unknowns
Rv1957,VI - UNKNOWN FUNCTION
Rv1958c,VI - UNKNOWN FUNCTION
Rv1960c,VI - Unknowns
Rv1961,VI - UNKNOWN FUNCTION
Rv1975,VI - UNKNOWN FUNCTION
Rv1976c,VI - UNKNOWN FUNCTION
Rv1989c,VI - UNKNOWN FUNCTION
Rv1995,VI - UNKNOWN FUNCTION
Rv2000,VI - UNKNOWN FUNCTION
Rv2004c,VI - UNKNOWN FUNCTION
Rv2011c,VI - Unknowns
Rv2012,VI - UNKNOWN FUNCTION
Rv2016,VI - UNKNOWN FUNCTION
Rv2019,VI - UNKNOWN FUNCTION
Rv2020c,VI - UNKNOWN FUNCTION
Rv2023c,VI - UNKNOWN FUNCTION
Rv2033c,VI - UNKNOWN FUNCTION
Rv2035,VI - UNKNOWN FUNCTION
Rv2044c,VI - UNKNOWN FUNCTION
Rv2049c,VI - UNKNOWN FUNCTION
Rv2052c,VI - UNKNOWN FUNCTION
Rv2054,VI - Unknowns
Rv2061c,VI - UNKNOWN FUNCTION
Rv2074,VI - Unknowns
Rv2075c,VI - UNKNOWN FUNCTION
Rv2076c,VI - UNKNOWN FUNCTION
Rv2078,VI - UNKNOWN FUNCTION
Rv2079,VI - UNKNOWN FUNCTION
Rv2081c,VI - UNKNOWN FUNCTION
Rv2084,VI - UNKNOWN FUNCTION
Rv2114,VI - UNKNOWN FUNCTION
Rv2120c,VI - UNKNOWN FUNCTION
Rv2128,VI - UNKNOWN FUNCTION
Rv2142c,VI - Unknowns
Rv2146c,VI - UNKNOWN FUNCTION
Rv2147c,VI - UNKNOWN FUNCTION
Rv2159c,VI - UNKNOWN FUNCTION
Rv2160c,VI - UNKNOWN FUNCTION
Rv2164c,VI - UNKNOWN FUNCTION
Rv2169c,VI - UNKNOWN FUNCTION
Rv2170,VI - UNKNOWN FUNCTION
Rv2172c,VI - UNKNOWN FUNCTION
Rv2179c,VI - UNKNOWN FUNCTION
Rv2183c,VI - UNKNOWN FUNCTION
Rv2189c,VI - UNKNOWN FUNCTION
Rv2197c,VI - UNKNOWN FUNCTION
Rv2203,VI - UNKNOWN FUNCTION
Rv2206,VI - UNKNOWN FUNCTION
Rv2219,VI - UNKNOWN FUNCTION
Rv2226,VI - UNKNOWN FUNCTION
Rv2227,VI - UNKNOWN FUNCTION
Rv2228c,VI - Unknowns
Rv2229c,VI - UNKNOWN FUNCTION
Rv2232,VI - Unknowns
Rv2235,VI - UNKNOWN FUNCTION
Rv2239c,VI - UNKNOWN FUNCTION
Rv2242,VI - Unknowns
Rv2253,VI - UNKNOWN FUNCTION
Rv2254c,VI - UNKNOWN FUNCTION
Rv2255c,VI - UNKNOWN FUNCTION
Rv2257c,VI - Unknowns
Rv2267c,VI - UNKNOWN FUNCTION
Rv2269c,VI - UNKNOWN FUNCTION
Rv2271,VI - UNKNOWN FUNCTION
Rv2273,VI - UNKNOWN FUNCTION
Rv2274c,VI - Unknowns
Rv2275,VI - UNKNOWN FUNCTION
Rv2283,VI - UNKNOWN FUNCTION
Rv2288,VI - UNKNOWN FUNCTION
Rv2292c,VI - Unknowns
Rv2293c,VI - Unknowns
Rv2297,VI - UNKNOWN FUNCTION
Rv2304c,VI - UNKNOWN FUNCTION
Rv2305,VI - UNKNOWN FUNCTION
Rv2311,VI - Unknowns
Rv2312,VI - UNKNOWN FUNCTION
Rv2313c,VI - UNKNOWN FUNCTION
Rv2319c,VI - Unknowns
Rv2331,VI - Unknowns
Rv2336,VI - Unknowns
Rv2337c,VI - UNKNOWN FUNCTION
Rv2342,VI - UNKNOWN FUNCTION
Rv2348c,VI - UNKNOWN FUNCTION
Rv2360c,VI - UNKNOWN FUNCTION
Rv2369c,VI - UNKNOWN FUNCTION
Rv2375,VI - UNKNOWN FUNCTION
Rv2401,VI - UNKNOWN FUNCTION
Rv2405,VI - UNKNOWN FUNCTION
Rv2418c,VI - Unknowns
Rv2422,VI - UNKNOWN FUNCTION
Rv2423,VI - UNKNOWN FUNCTION
Rv2432c,VI - UNKNOWN FUNCTION
Rv2433c,VI - UNKNOWN FUNCTION
Rv2435c,VI - Unknowns
Rv2446c,VI - UNKNOWN FUNCTION
Rv2451,VI - UNKNOWN FUNCTION
Rv2452c,VI - UNKNOWN FUNCTION
Rv2453c,VI - Unknowns
Rv2468c,VI - UNKNOWN FUNCTION
Rv2472,VI - UNKNOWN FUNCTION
Rv2474c,VI - UNKNOWN FUNCTION
Rv2476c,VI - Unknowns
Rv2478c,VI - Unknowns
Rv2481c,VI - UNKNOWN FUNCTION
Rv2489c,VI - UNKNOWN FUNCTION
Rv2491,VI - UNKNOWN FUNCTION
Rv2492,VI - Unknowns
Rv2513,VI - UNKNOWN FUNCTION
Rv2514c,VI - UNKNOWN FUNCTION
Rv2515c,VI - Unknowns
Rv2516c,VI - UNKNOWN FUNCTION
Rv2517c,VI - UNKNOWN FUNCTION
Rv2525c,VI - UNKNOWN FUNCTION
Rv2529,VI - Unknowns
Rv2532c,VI - UNKNOWN FUNCTION
Rv2541,VI - Unknowns
Rv2549c,VI - Unknowns
Rv2550c,VI - Unknowns
Rv2551c,VI - Unknowns
Rv2553c,VI - UNKNOWN FUNCTION
Rv2554c,VI - Unknowns
Rv2561,VI - Unknowns
Rv2562,VI - UNKNOWN FUNCTION
Rv2566,VI - Unknowns
Rv2570,VI - UNKNOWN FUNCTION
Rv2573,VI - Unknowns
Rv2574,VI - UNKNOWN FUNCTION
Rv2576c,VI - UNKNOWN FUNCTION
Rv2577,VI - UNKNOWN FUNCTION
Rv2578c,VI - Unknowns
Rv2597,VI - UNKNOWN FUNCTION
Rv2598,VI - UNKNOWN FUNCTION
Rv2616,VI - UNKNOWN FUNCTION
Rv2617c,VI - UNKNOWN FUNCTION
Rv2619c,VI - UNKNOWN FUNCTION
Rv2628,VI - UNKNOWN FUNCTION
Rv2629,VI - Unknowns
Rv2630,VI - UNKNOWN FUNCTION
Rv2633c,VI - UNKNOWN FUNCTION
Rv2635,VI - UNKNOWN FUNCTION
Rv2636,VI - Unknowns
Rv2644c,VI - UNKNOWN FUNCTION
Rv2645,VI - UNKNOWN FUNCTION
Rv2660c,VI - UNKNOWN FUNCTION
Rv2661c,VI - UNKNOWN FUNCTION
Rv2662,VI - UNKNOWN FUNCTION
Rv2663,VI - UNKNOWN FUNCTION
Rv2664,VI - UNKNOWN FUNCTION
Rv2668,VI - UNKNOWN FUNCTION
Rv2687c,VI - Unknowns
Rv2705c,VI - UNKNOWN FUNCTION
Rv2706c,VI - UNKNOWN FUNCTION
Rv2712c,VI - UNKNOWN FUNCTION
Rv2722,VI - UNKNOWN FUNCTION
Rv2730,VI - UNKNOWN FUNCTION
Rv2731,VI - UNKNOWN FUNCTION
Rv2734,VI - UNKNOWN FUNCTION
Rv2735c,VI - UNKNOWN FUNCTION
Rv2761c,VI - Unknowns
Rv2762c,VI - UNKNOWN FUNCTION
Rv2765,VI - Unknowns
Rv2767c,VI - UNKNOWN FUNCTION
Rv2771c,VI - UNKNOWN FUNCTION
Rv2772c,VI - UNKNOWN FUNCTION
Rv2774c,VI - UNKNOWN FUNCTION
Rv2775,VI - UNKNOWN FUNCTION
Rv2777c,VI - UNKNOWN FUNCTION
Rv2795c,VI - UNKNOWN FUNCTION
Rv2799,VI - UNKNOWN FUNCTION
Rv2802c,VI - UNKNOWN FUNCTION
Rv2804c,VI - UNKNOWN FUNCTION
Rv2806,VI - UNKNOWN FUNCTION
Rv2808,VI - UNKNOWN FUNCTION
Rv2809,VI - UNKNOWN FUNCTION
Rv2818c,VI - UNKNOWN FUNCTION
Rv2819c,VI - Unknowns
Rv2820c,VI - Unknowns
Rv2822c,VI - UNKNOWN FUNCTION
Rv2824c,VI - UNKNOWN FUNCTION
Rv2826c,VI - UNKNOWN FUNCTION
Rv2827c,VI - Unknowns
Rv2843,VI - UNKNOWN FUNCTION
Rv2844,VI - UNKNOWN FUNCTION
Rv2854,VI - Unknowns
Rv2867c,VI - UNKNOWN FUNCTION
Rv2876,VI - UNKNOWN FUNCTION
Rv2891,VI - Unknowns
Rv2901c,VI - UNKNOWN FUNCTION
Rv2926c,VI - UNKNOWN FUNCTION
Rv2929,VI - UNKNOWN FUNCTION
Rv2949c,VI - Unknowns
Rv2954c,VI - UNKNOWN FUNCTION
Rv2960c,VI - UNKNOWN FUNCTION
Rv2972c,VI - UNKNOWN FUNCTION
Rv2980,VI - UNKNOWN FUNCTION
Rv2990c,VI - UNKNOWN FUNCTION
Rv2998,VI - UNKNOWN FUNCTION
Rv3004,VI - Unknowns
Rv3007c,VI - UNKNOWN FUNCTION
Rv3008,VI - UNKNOWN FUNCTION
Rv3027c,VI - UNKNOWN FUNCTION
Rv3033,VI - UNKNOWN FUNCTION
Rv3035,VI - UNKNOWN FUNCTION
Rv3037c,VI - UNKNOWN FUNCTION
Rv3038c,VI - UNKNOWN FUNCTION
Rv3040c,VI - UNKNOWN FUNCTION
Rv3047c,VI - UNKNOWN FUNCTION
Rv3071,VI - UNKNOWN FUNCTION
Rv3081,VI - UNKNOWN FUNCTION
Rv3090,VI - Unknowns
Rv3091,VI - UNKNOWN FUNCTION
Rv3093c,VI - Unknowns
Rv3096,VI - UNKNOWN FUNCTION
Rv3098c,VI - Unknowns
Rv3099c,VI - UNKNOWN FUNCTION
Rv3103c,VI - UNKNOWN FUNCTION
Rv3108,VI - UNKNOWN FUNCTION
Rv3113,VI - UNKNOWN FUNCTION
Rv3114,VI - Unknowns
Rv3122,VI - UNKNOWN FUNCTION
Rv3123,VI - UNKNOWN FUNCTION
Rv3126c,VI - UNKNOWN FUNCTION
Rv3142c,VI - UNKNOWN FUNCTION
Rv3165c,VI - UNKNOWN FUNCTION
Rv3172c,VI - UNKNOWN FUNCTION
Rv3180c,VI - UNKNOWN FUNCTION
Rv3190c,VI - UNKNOWN FUNCTION
Rv3192,VI - Unknowns
Rv3196,VI - UNKNOWN FUNCTION
Rv3205c,VI - UNKNOWN FUNCTION
Rv3207c,VI - UNKNOWN FUNCTION
Rv3210c,VI - UNKNOWN FUNCTION
Rv3212,VI - UNKNOWN FUNCTION
Rv3231c,VI - UNKNOWN FUNCTION
Rv3235,VI - UNKNOWN FUNCTION
Rv3243c,VI - UNKNOWN FUNCTION
Rv3256c,VI - UNKNOWN FUNCTION
Rv3258c,VI - UNKNOWN FUNCTION
Rv3259,VI - Unknowns
Rv3268,VI - UNKNOWN FUNCTION
Rv3271c,VI - UNKNOWN FUNCTION
Rv3289c,VI - UNKNOWN FUNCTION
Rv3333c,VI - UNKNOWN FUNCTION
Rv3358,VI - Unknowns
Rv3362c,VI - UNKNOWN FUNCTION
Rv3363c,VI - UNKNOWN FUNCTION
Rv3364c,VI - UNKNOWN FUNCTION
Rv3378c,VI - Unknowns
Rv3394c,VI - Unknowns
Rv3395c,VI - UNKNOWN FUNCTION
Rv3403c,VI - UNKNOWN FUNCTION
Rv3404c,VI - Unknowns
Rv3413c,VI - UNKNOWN FUNCTION
Rv3424c,VI - UNKNOWN FUNCTION
Rv3437,VI - UNKNOWN FUNCTION
Rv3440c,VI - UNKNOWN FUNCTION
Rv3445c,VI - Unknowns
Rv3446c,VI - UNKNOWN FUNCTION
Rv3453,VI - UNKNOWN FUNCTION
Rv3479,VI - UNKNOWN FUNCTION
Rv3489,VI - UNKNOWN FUNCTION
Rv3491,VI - UNKNOWN FUNCTION
Rv3493c,VI - UNKNOWN FUNCTION
Rv3519,VI - UNKNOWN FUNCTION
Rv3527,VI - UNKNOWN FUNCTION
Rv3528c,VI - UNKNOWN FUNCTION
Rv3531c,VI - UNKNOWN FUNCTION
Rv3541c,VI - UNKNOWN FUNCTION
Rv3542c,VI - UNKNOWN FUNCTION
Rv3552,VI - Unknowns
Rv3572,VI - UNKNOWN FUNCTION
Rv3577,VI - UNKNOWN FUNCTION
Rv3587c,VI - UNKNOWN FUNCTION
Rv3594,VI - UNKNOWN FUNCTION
Rv3599c,VI - UNKNOWN FUNCTION
Rv3603c,VI - UNKNOWN FUNCTION
Rv3605c,VI - UNKNOWN FUNCTION
Rv3611,VI - UNKNOWN FUNCTION
Rv3612c,VI - UNKNOWN FUNCTION
Rv3613c,VI - UNKNOWN FUNCTION
Rv3626c,VI - UNKNOWN FUNCTION
Rv3632,VI - UNKNOWN FUNCTION
Rv3642c,VI - UNKNOWN FUNCTION
Rv3643,VI - UNKNOWN FUNCTION
Rv3647c,VI - UNKNOWN FUNCTION
Rv3651,VI - UNKNOWN FUNCTION
Rv3654c,VI - UNKNOWN FUNCTION
Rv3655c,VI - UNKNOWN FUNCTION
Rv3656c,VI - UNKNOWN FUNCTION
Rv3657c,VI - Unknowns
Rv3662c,VI - UNKNOWN FUNCTION
Rv3669,VI - UNKNOWN FUNCTION
Rv3675,VI - UNKNOWN FUNCTION
Rv3689,VI - UNKNOWN FUNCTION
Rv3690,VI - UNKNOWN FUNCTION
Rv3691,VI - UNKNOWN FUNCTION
Rv3698,VI - UNKNOWN FUNCTION
Rv3705c,VI - UNKNOWN FUNCTION
Rv3706c,VI - UNKNOWN FUNCTION
Rv3718c,VI - UNKNOWN FUNCTION
Rv3722c,VI - Unknowns
Rv3723,VI - UNKNOWN FUNCTION
Rv3733c,VI - UNKNOWN FUNCTION
Rv3749c,VI - UNKNOWN FUNCTION
Rv3753c,VI - UNKNOWN FUNCTION
Rv3755c,VI - UNKNOWN FUNCTION
Rv3766,VI - UNKNOWN FUNCTION
Rv3768,VI - UNKNOWN FUNCTION
Rv3770c,VI - UNKNOWN FUNCTION
Rv3780,VI - UNKNOWN FUNCTION
Rv3785,VI - UNKNOWN FUNCTION
Rv3786c,VI - Unknowns
Rv3788,VI - Unknowns
Rv3802c,VI - Unknowns
Rv3808c,VI - Unknowns
Rv3818,VI - UNKNOWN FUNCTION
Rv3819,VI - UNKNOWN FUNCTION
Rv3831,VI - UNKNOWN FUNCTION
Rv3832c,VI - UNKNOWN FUNCTION
Rv3835,VI - UNKNOWN FUNCTION
Rv3836,VI - UNKNOWN FUNCTION
Rv3839,VI - UNKNOWN FUNCTION
Rv3845,VI - UNKNOWN FUNCTION
Rv3847,VI - UNKNOWN FUNCTION
Rv3849,VI - Unknowns
Rv3850,VI - UNKNOWN FUNCTION
Rv3851,VI - UNKNOWN FUNCTION
Rv3857c,VI - UNKNOWN FUNCTION
Rv3861,VI - UNKNOWN FUNCTION
Rv3862c,VI - Unknowns
Rv3863,VI - UNKNOWN FUNCTION
Rv3878,VI - Unknowns
Rv3879c,VI - Unknowns
Rv3885c,VI - Unknowns
Rv3889c,VI - Unknowns
Rv3890c,VI - Unknowns
Rv3891c,VI - Unknowns
Rv3902c,VI - UNKNOWN FUNCTION
Rv3903c,VI - UNKNOWN FUNCTION
Rv3904c,VI - Unknowns
Rv3905c,VI - Unknowns
Rv3912,VI - UNKNOWN FUNCTION
Rv0012,III.C - Cell division
Rv0435c,III.C - Cell division
Rv1708,III.C - Cell division
Rv2115c,III.C - Cell division
Rv2150c,III.C - Cell division
Rv2151c,III.C - Cell division
Rv2154c,III.C - Cell division
Rv2748c,III.C - Cell division
Rv2921c,III.C - Cell division
Rv2922c,III.C - Cell division
Rv3101c,III.C - Cell division
Rv3102c,III.C - Cell division
Rv3213c,III.C - Cell division
Rv3610c,III.C - Cell division
Rv3625c,III.C - Cell division
Rv3641c,III.C - Cell division
Rv3917c,III.C - Cell division
Rv3918c,III.C - Cell division
Rv3919c,III.C - Cell division
Rv0013,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0032,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0089,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0254c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0255c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0306,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0414c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0417,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0422c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0423c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0438c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0509,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0510,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0512,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0524,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0534c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0542c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0548c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0553,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0555,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0558,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0562,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0693,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0773c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0812,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0816c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0864,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0865,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0866,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0868c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0869c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0984,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0989c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0994,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1005c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1092c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1207,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1300,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1355c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1409,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1412,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1415,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1416,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1442,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1470,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1471,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1485,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1568,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1569,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1570,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1589,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1594,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1595,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1596,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1681,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1876,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv1940,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2062c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2064,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2065,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2066,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2070c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2071c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2072c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2173,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2207,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2208,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2217,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2218,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2225,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2231c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2236c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2338c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2388c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2394,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2447c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2607,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2671,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2677c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2678c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2682c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2763c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2786c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2848c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2849c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2855,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2895c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv2977c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3109,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3110,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3111,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3112,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3116,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3119,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3206c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3214,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3215,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3279c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3300c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3322c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3324c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3356c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3383c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3397c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3398c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3525c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3601c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
