Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_mbio_H37Rv,carey_630_vs_mbio_H37Rv,carey_631_vs_mbio_H37Rv,carey_632_vs_mbio_H37Rv,carey_641_vs_mbio_H37Rv,carey_662_vs_mbio_H37Rv,carey_663_vs_mbio_H37Rv,carey_667_vs_mbio_H37Rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library
Rv3359,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.98209,0.21868,0.3743,1,0.25953,0.25088,0.85595,1,1,1,1,1,0.85557,0.56636,1,0.93954,0.98444,1,1,1,1,1,0.12264,1,1,1,0.9729,1,1,1,0.98093,1,0.52322,1,1,1,1,1,1,1,1,1,1,1,1,0.75457,1,1,1,1
Rv3360,1,1,1,1,1,0.75347,1,1,1,1,1,1,1,0.14317,0.0844,0.02946,0.1515,0.38792,1,0.44252,0.48185,1,1,0.76559,0.7574,1,0.85557,0.97141,1,0.84403,0.59949,1,1,1,1,1,0.16276,1,1,0.91576,0.98971,1,1,1,0.62862,1,1,1,1,0.27184,1,1,1,1,1,1,1,1,1,0.85649,1,1,1,0.49581
Rv3361c,1,1,1,1,1,0.73055,1,1,1,1,1,1,1,0.95523,0.92021,1,1,1,1,1,1,0.95292,1,0.11573,0.61854,1,0.94157,0.81569,1,0.42186,0.56263,1,1,1,1,1,0.98386,1,1,1,1,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,0.50379,1,1,0.70398,1,1,0.13445,0.48867
Rv3362c,1,1,1,1,1,0.56925,1,1,1,1,1,1,1,0.15372,0.9988,0.08716,0.26085,0.11182,0.70579,0.75005,0.07802,0.93469,1,0.02201,0.40161,1,0.8179,0.74377,1,0.45625,0.98648,1,1,1,1,1,0.02784,1,1,1,0.76419,1,1,1,0.87447,1,1,1,1,1,1,1,1,1,1,1,0.99697,1,1,0.25374,1,1,0.57892,1
Rv3363c,1,1,1,1,1,0.35592,1,1,1,1,1,1,1,0.57731,0.75671,0.12167,0.34893,1,0.74153,1,1,0.85983,1,0.81597,0.81319,1,1,0.51691,1,1,0.47401,0.98223,0.89291,1,1,1,0.8633,1,1,1,0.58403,0.93468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv3364c,1,1,1,1,1,0.56281,1,1,1,1,1,1,1,0.68553,0.9553,0.47655,0.51581,1,0.89576,1,1,0.74799,1,0.45771,0.64213,1,1,0.12475,1,0.47607,0.6026,1,1,1,1,1,0.63855,0.97433,1,0.89118,0.92246,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,0.798,1,1,0.70398,1,1,1,1
Rv3365c,1,1,1,1,1,1,1,1,1,1,1,1,1,0.06356,0.60087,0.24894,0.03852,1,0.06847,1,0.96641,1,1,1,0.64792,1,0.62841,0.51106,1,1,0.65077,1,1,1,1,1,0.56857,1,1,0.03521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.70407,1,1,1,1
Rv3366,1,1,1,1,1,0.46254,1,1,1,1,1,1,1,0.04282,1,0.65623,0.91764,1,0.92608,1,0.95377,1,1,0.34808,0.70939,1,1,1,1,0.60007,0.83636,1,1,1,1,1,0.24427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.88079,1,1,0.79607,1,1,1,1
Rv3367,1,1,1,1,1,0.29299,1,1,1,1,1,1,1,0.01923,0.86711,0.44413,0.63886,1,0.81667,1,1,1,1,0.68422,0.64286,1,1,0.96392,1,0.7121,0.55941,1,1,1,1,1,0.50531,1,1,1,0.7841,1,1,1,0.88537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.62926,1,1,1,1
Rv3368c,1,1,1,1,1,0.35958,1,1,1,1,1,1,1,0.22788,1,0.53293,0.48894,1,1,1,1,1,1,0.25674,0.19835,1,0.88411,0.62054,1,1,1,1,1,1,1,1,0.49536,1,1,0.84634,1,1,1,1,1,1,0.85086,1,1,1,1,1,1,1,1,1,0.80397,1,0.98563,0.08423,1,1,1,0.71935
Rv3369,1,1,1,1,1,0.47129,1,1,1,1,1,1,1,0.37001,0.37873,0.27639,0.6587,0.8731,0.57572,1,0.21,0.95654,1,0.7892,1,1,0.76144,0.56553,1,0.84403,0.81767,1,1,1,1,1,0.84607,1,1,1,1,1,1,1,0.16951,1,0.93416,1,1,1,1,1,1,1,1,1,0.96911,1,1,1,1,1,1,1
Rv3370c,1,1,1,1,1,0.23238,1,1,1,1,1,1,1,0,0.68043,0,0.09093,0.17267,0.02116,0.9849,0.22184,0.39278,1,0.42366,1,1,1,0.30314,1,0.53071,0.10409,1,1,1,1,1,0.60563,1,1,0.09381,1,1,0.96758,1,1,1,0.51079,1,1,1,1,1,1,1,1,1,1,1,1,0.9444,1,1,1,1
Rv3371,1,1,1,1,1,1,1,1,1,1,1,1,1,0.32667,0.55056,0.05017,0.38814,0.50249,0.01842,1,1,1,1,1,0.9053,1,0.01185,0.14963,1,0.342,0.63367,1,1,1,1,1,0.02784,0.98427,1,1,1,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,0.97297,1,1,0.67324,1,0.798,1,1
Rv3372,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00525,0,0.0038,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv3372A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94866,,,1,1,1,1,1,1,1,,,,,,,,,,
Rv3373,1,1,1,1,1,0.47324,1,1,0.98382,1,1,1,1,0.19805,0.64948,1,0.52919,1,1,0.97297,0.32149,0.50002,1,0.86498,0.69465,1,1,0.79598,1,0.42802,0.34978,1,1,1,1,1,0.88477,1,1,0.07748,1,1,1,1,1,1,0.41301,1,1,1,1,1,1,1,1,1,0.83918,1,1,0.91181,1,1,1,0.34479
Rv3374,1,1,1,1,1,1,1,1,1,1,1,1,1,0.49301,0.73936,0.92526,0.44977,1,1,0.82447,0.92907,0.53411,1,0.64655,0.53478,1,0.71944,1,1,0.79823,1,1,0.88708,1,1,1,0.98071,1,1,1,0.55246,0.17325,0.09596,1,0.75498,1,0.48559,1,1,1,1,1,1,1,1,1,0.94226,1,0.93291,1,1,1,0.7922,0.3891
Rv3375,1,1,1,1,1,0.60657,1,1,1,1,1,1,1,0.2339,0.50963,0.87341,0.93249,1,0.42236,0.90513,1,1,1,1,1,1,0.97896,1,1,0.10806,0.9863,1,1,1,1,1,0.9669,1,1,0.46616,0.77977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.52258,1,1,1,1,1,1,1
Rv3376,1,1,1,1,1,0.31707,1,1,1,1,1,1,1,0.6232,0.87918,0.97882,0.94275,1,1,0.95133,1,1,1,0.29719,0.64286,1,1,1,1,0.21627,0.41008,1,0.44062,1,1,1,0.78518,1,1,0.8672,0.74677,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.42312,1,1,1,0.97309
Rv3377c,1,1,1,1,1,0.54526,1,1,1,1,1,1,1,1,0.75664,0.52362,0.7472,1,1,1,1,0.96022,1,1,0.72385,1,0.532,0.14128,1,0.88472,0.97042,1,1,1,1,1,0.25645,1,1,1,0.59452,0.54573,0.51166,1,0.65067,1,0.52032,1,1,1,0.57632,1,1,1,1,1,1,1,1,0.45689,1,1,1,1
Rv3378c,1,1,1,1,1,0.47324,1,1,1,1,1,1,1,1,0.92951,0.92728,0.4067,1,0.96699,1,1,1,1,0.01069,0.1298,1,0.81623,0.74653,1,1,0.87437,1,1,1,1,1,0.31569,1,1,0.92973,0.90636,1,1,1,0.85915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92768,1,0.50951,0.0228
Rv3379c,1,1,1,0.4637,1,1,1,1,1,1,1,1,1,0.71595,0.89206,1,0.98192,1,1,0.96897,0.9537,1,1,1,1,1,0.88009,0.82635,1,1,0.57672,1,1,1,1,1,0.8278,1,1,0.06541,0.82318,0.83169,1,1,1,1,1,1,0.51863,1,1,1,1,1,1,1,1,1,1,0.7047,1,1,0.98565,1
Rv3380c,1,1,1,1,1,0.85727,1,1,1,1,1,1,1,0.20838,0.28044,0.99445,0.94275,0.50249,1,0,1,0.86708,1,1,1,1,0.87875,0.95834,1,0.55183,1,1,1,1,1,1,0.1202,0.88667,1,1,1,0,0,1,0.86887,1,1,1,1,1,1,1,1,1,1,1,0.85964,1,1,0.96063,1,1,1,0.79446
Rv3381c,1,1,1,1,1,0.81476,1,1,1,1,1,1,1,0.28682,1,1,0.96375,1,0.89576,0.44441,1,0.95654,1,0.91347,1,1,1,0.62805,1,0.71404,1,1,1,1,1,1,0.88407,1,1,1,1,1,1,1,0.81297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66786,1,1,1,1
Rv3382c,1,1,1,1,1,0.7437,1,1,1,1,1,1,1,0.32894,0.59797,0.99445,0.97724,1,1,0.98162,1,1,1,0.04388,0.21364,1,0.52883,0.27586,1,0.44659,0.63584,0.0764,1,1,1,1,0.67439,1,1,0.96062,1,1,1,1,1,1,0.91889,1,1,1,1,1,1,1,1,1,0.81451,1,1,0.30044,1,1,1,1
Rv3383c,1,1,1,1,1,0.56108,1,1,1,1,1,1,1,0.86568,0.98066,1,0.9981,1,1,0.87959,0.95377,1,1,1,0.86179,1,1,0.64247,1,1,1,1,1,1,1,1,0.13035,1,1,0.85764,1,1,1,1,1,1,1,1,1,0.73174,1,1,1,1,1,1,1,1,1,0.82697,1,1,0.67768,0.03475
Rv3384c,1,1,1,1,1,0.47324,1,1,1,1,1,1,1,0.43605,0.71611,0.37643,0.32161,1,0.99378,1,1,0.38185,1,0.50866,0.11755,1,0.84257,0.18638,1,1,0.46787,0.15042,1,1,1,1,0.89581,1,1,0.84634,0.76419,1,1,1,0.54486,1,0.1864,1,1,0.99158,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23187
Rv3385c,1,1,1,1,1,0.67593,1,1,1,1,1,1,1,0.81449,1,0.50946,0.72272,1,0.98624,1,0.98293,0.98571,1,0.15517,0.6243,1,0.99462,0.80418,1,0.99507,0.85371,1,1,1,1,1,1,1,1,0.97556,1,1,1,1,1,1,0.35197,1,1,1,1,1,1,1,1,1,1,1,1,0.70407,1,1,1,1
Rv3386,1,1,1,1,1,0.3233,1,1,1,1,1,1,1,0.31201,0.46699,0.78397,0.11131,0.28043,0.11614,0.75005,0.75298,1,1,0.24476,0.89298,1,1,0.70103,1,1,0.49353,0.08822,1,1,1,1,0.83842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97562,1,0.80667,1,0.01345,1
Rv3387,1,1,1,1,1,0.50529,1,1,1,1,1,1,1,0.83742,1,1,1,1,1,1,1,0.99003,1,1,0.82564,1,1,0.90107,1,1,1,1,1,1,1,1,0.70153,1,1,0.44093,1,1,1,1,1,1,0.88352,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92768,1,0.04058,0.06052
Rv3388,1,1,1,1,1,0.47903,1,1,1,1,1,1,1,0.99555,1,1,1,1,1,1,1,1,1,0.45134,0.43401,1,0.37398,0.18302,1,0.46529,0.62634,1,0.04433,1,1,1,1,1,1,1,1,0.67094,0.91754,1,1,1,0.1995,1,1,1,1,1,1,1,1,1,1,1,1,0.25689,1,1,1,0.75846
Rv3389c,1,1,1,1,1,0.47324,1,1,1,1,1,1,1,0,1,0.03764,0.01341,0.06849,0.10521,0.27479,0.38698,1,1,0.69825,1,1,0.60024,0.8322,1,0.3124,1,0.9181,1,1,1,1,0.91732,1,1,0.73337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.48014
Rv3390,1,1,1,1,1,0.59669,1,1,1,1,1,1,1,0.91179,1,0.51199,0.96316,1,1,1,1,0.39468,1,0.72139,0.40829,1,1,0.36867,1,0.95996,0.0912,0.71438,1,1,1,1,0.95959,1,1,0.98156,1,1,1,1,0.58768,1,0.98411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv3391,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.3666,0.1887,0.77234,0.76525,0.03372,0.60133,0.97065,0.95292,1,0.62518,1,1,0.07052,0.75833,1,0.69948,0.7215,0.87014,0.83446,1,1,1,0.94993,1,1,1,0.98826,1,1,1,0.39589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.34894,1,1,1,1
Rv3392c,1,1,1,1,1,1,1,1,0.45256,1,1,1,1,0.23908,0.19054,0.24952,0.01341,0.82597,0.13771,0.80682,0.98855,0.83525,1,0.87104,0.50282,1,1,0.43092,1,0.9462,0.55526,1,1,1,1,1,0.47587,1,1,0.93304,1,1,1,1,0.5711,1,0.40107,1,1,1,1,1,1,1,1,1,1,1,1,0.69313,1,1,1,0.98316
Rv3393,1,1,1,1,1,0.7638,1,1,1,1,1,1,1,0.01923,0.94083,0.80059,0.8383,1,0.71155,1,1,1,1,0.45357,0.65807,1,0.60555,0.60926,1,0.84403,0.98202,1,1,1,1,1,0.56508,1,1,1,0.98318,1,1,1,0.82708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.83368,1,1,1,0.81749
Rv3394c,1,1,1,1,1,0.71192,1,1,1,1,1,1,1,0,0.39667,0.14753,0.16496,0.50249,0.12063,0.1824,0.68245,0.99003,1,1,0.95896,1,0.51804,0.83114,1,0.71886,0.87632,1,1,1,1,1,0.58169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.70398,1,1,1,0.36712
Rv3395A,1,1,1,1,1,0.45536,1,1,1,1,1,1,1,0.37477,1,0.88528,0.94468,1,1,0.7049,1,1,1,0.08444,0.66466,1,0.60555,1,1,0.39566,0.92351,1,1,1,1,1,0.31359,1,1,1,1,1,1,1,1,1,0.47856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv3395c,1,1,1,1,1,0.71471,1,1,1,1,1,1,1,0.2339,1,0.6775,0.95564,1,1,0.97695,0.88996,0.60173,1,0.9005,0.84756,1,0.85557,0.46148,1,0.7121,0.51993,0.87883,0.54377,1,1,1,0.21463,1,1,1,1,1,1,1,0.97527,1,0.79379,1,1,1,1,1,1,1,1,1,1,1,1,0.36321,1,1,1,1
Rv3396c,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99958,0.76088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv3397c,1,1,1,1,1,0.40655,1,1,1,1,1,1,1,0.10603,0.97388,0.99342,0.67953,1,0.96225,1,0.7738,1,1,0.54937,1,1,0.95351,1,1,0.3192,0.58853,1,0.55699,1,1,1,0.80114,1,1,1,0.92746,1,1,1,0.64661,1,0.99235,1,1,1,1,1,1,1,1,1,1,0.88453,1,0.87453,1,1,1,0.25822
Rv3398c,1,1,1,1,1,0.8477,1,1,1,1,1,1,1,0.58889,0.35069,1,0.86099,1,1,1,1,1,1,0.80178,0.86179,1,0.4554,0.0919,1,1,1,1,1,1,1,1,0.32855,1,1,1,1,0.35206,0.49447,1,0.49537,1,0.95426,1,1,1,1,1,1,1,0.55964,1,1,1,1,0.86523,1,0.95602,1,0.4569
Rv3399,1,1,1,1,1,0.46526,1,1,1,1,1,1,1,0.27826,1,0.99386,0.04071,1,0.93711,1,1,0.46904,1,0.31912,0.03192,1,0.62768,0.13657,1,1,0.52659,0.13864,0.29563,1,1,1,0.72468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.133,1,1,0.30199,1,1,1,0.20416
Rv3400,1,1,1,1,1,0.62167,1,1,1,1,1,1,1,0.02347,0.26079,0.03764,0.87053,1,0.70457,0.58607,1,0,1,0.45771,0.71934,1,0.77963,0.74873,0.02418,0.81839,0.62419,0.04777,1,1,1,1,0.1765,0.88973,1,1,0,1,1,1,1,1,0.0435,1,1,0.59609,0.46672,1,1,1,1,1,1,1,1,0.16551,1,1,1,0.01663
Rv3401,1,1,1,1,1,0.35627,1,1,1,1,1,0.57633,1,0.29975,0.75131,0.13473,0.30035,1,0.109,1,1,1,1,0.89324,0.75745,1,0.68405,1,1,0.93954,0.14891,0.29815,1,1,1,1,0.44149,1,1,0.98735,0.53496,1,1,1,0.77116,1,1,1,1,1,1,1,1,1,1,1,0.90157,1,1,1,1,1,1,1
Rv3402c,1,1,1,1,1,0.40092,1,1,1,1,1,1,1,0.02552,0.97107,0.02069,0.67991,1,1,1,1,0.87727,1,0.4729,0.62535,1,0.93871,0.50488,1,0.42008,0.63367,0.94707,1,1,1,1,0.68769,1,1,1,0.8461,1,1,1,0.41917,1,0.90001,1,1,1,1,1,1,1,1,1,1,1,1,0.78084,1,1,1,0.81749
Rv3403c,1,1,1,1,1,0.97224,1,1,1,1,1,1,1,0.04649,1,0.03764,0.76008,1,0.87954,1,1,0.31086,1,1,0.28575,1,0.8179,0.83295,1,0.72073,1,1,1,1,1,1,0.68357,1,1,0.26631,1,1,1,1,0.87447,1,0.7578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99128,1
Rv3404c,1,1,1,1,1,0.2793,1,1,1,1,1,1,1,0.75197,0.92442,1,1,1,0.86037,1,1,0.60877,1,0.64292,0.78018,1,0.85557,0.67675,1,0.5445,0.71471,1,1,1,1,1,0.86973,1,1,0.80576,0.40745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.68908,1,1,1,0.96823
Rv3405c,1,1,1,1,1,0.79916,1,1,1,1,1,1,1,0.24331,1,0.9916,1,1,0.991,1,0.86327,0.01438,1,0.4084,0.53395,1,1,0.17205,1,0.64178,0.97146,1,1,1,1,1,0.68769,1,1,0.98707,1,1,1,1,1,1,0.71114,1,1,0.78959,1,1,1,1,1,1,0.9614,1,1,0.78024,1,1,1,0.74611
Rv3406,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23811,0.95912,0.98241,0.56428,1,1,0.96452,1,0.91672,1,0.88597,0.3504,1,0.03965,0.40844,1,0.79316,1,1,1,1,1,1,0.99896,1,1,0.82707,1,1,1,1,0.5577,1,0.99587,1,1,1,1,1,1,1,1,1,0.80976,1,1,0.91452,1,1,1,0.90693
Rv3407,1,1,1,1,1,0.47575,1,1,1,1,1,1,1,0.19902,0.65433,0.48596,0.51899,1,1,0.70901,1,0.97146,1,0.31953,0.53561,1,0.80336,0.52255,1,0.69503,0.54933,1,1,1,1,1,0.42447,1,1,0.92082,0.99829,1,1,1,1,1,0.99739,1,1,1,1,1,1,1,1,1,1,1,1,0.80833,1,1,1,1
Rv3408,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81273,0.80329,0.9008,0.95799,1,1,0.76142,1,0.87224,1,0.10428,0.95963,1,0.78285,0.19691,1,0.47402,0.34978,1,1,1,1,1,0.99933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv3409c,1,1,1,1,1,0.54184,1,1,1,1,1,1,1,0.01366,1,0.68432,0.34258,1,0.55124,1,0.96072,1,1,1,1,1,1,0.70466,1,0.83339,0.6975,1,1,1,1,1,0.61099,1,1,0.92025,1,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,0.88079,1,1,0.0966,1,1,1,1
Rv3410c,1,1,1,0.06138,1,1,1,1,1,1,1,1,1,0,0.77117,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41193,1,1,0.16789,1,1,1,1,1,1,1,1,0.02935,0,0,1,1,0.46818,1,1,1,1,1,1,1,1,1,1
Rv3411c,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.46889,0,0,0,0,0.23703,0,0.95292,1,1,1,1,1,1,1,0.84403,1,0.76151,1,1,1,1,1,1,1,0.83187,1,1,1,1,1,1,1,1,1,0.21948,0.88058,1,1,1,1,1,1,1,1,0.70407,1,1,1,0.81749
Rv3412,1,1,1,0.25391,1,0.54715,1,1,0.14865,1,1,1,1,0.15695,0.5874,0.27639,0.43539,1,0.97136,0.92659,1,0.99003,1,0.81585,0.62535,0.14912,0.80835,0.82685,1,0.38461,0.79587,0.06763,1,1,1,1,0.6213,0.969,1,1,0.12299,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,0.94226,1,0.98308,0.69313,1,1,0.25012,1
Rv3413c,1,1,1,0.60627,1,0.47374,1,1,1,1,1,1,1,0.30508,0.4454,1,0.35802,1,0.38475,0.93506,1,0.0172,1,0.67046,0.31675,1,0.59433,0.14177,1,0.62814,0.31934,0.04593,1,1,1,1,0.54434,1,1,0.00856,0.78935,1,1,1,0.10514,1,0.89679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.06613
Rv3414c,1,1,1,0.70949,1,0.47927,1,1,1,1,1,1,1,0.17893,0.88563,1,0.10769,1,0.21188,1,1,0.98267,1,0.00441,0.44083,1,0.213,0.55666,1,0.58539,0.94659,1,1,1,1,1,0.33357,1,1,1,0.34345,1,1,1,0.19817,1,0.15787,1,1,0.98199,1,1,0.21189,1,1,1,1,1,1,0.90742,1,1,1,1
Rv3415c,1,1,1,0.99664,1,0.87915,1,1,1,1,1,1,1,0.01565,0.96968,0.03627,0.1596,0.41887,0.33478,0.0947,0.89008,1,1,0.31961,0.7181,1,0.85557,0.56035,1,0.84458,0.70482,0.92945,1,1,1,1,0.85688,1,1,0.70567,1,1,1,1,0.76849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2527,0.35311
Rv3416,1,1,1,1,1,0.95591,1,1,1,1,1,1,1,0.23892,1,0.29974,0.15574,1,1,0.02466,0.44164,0.42348,1,0.93465,0.60986,1,0.4164,0.13085,1,0.84403,0.41537,1,0.90648,1,1,1,0.91961,1,1,0.98917,1,1,1,1,0.82036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87098,1,1,1,0.01663
Rv3417c,1,1,1,1,1,0.41937,1,1,1,1,1,0.58315,1,0.10603,0.98746,0.05567,0.0893,0.57253,0.69736,0.99582,0.26646,1,1,0,0.54153,1,1,0.69365,1,0.03365,0.78941,1,1,1,1,1,0.47976,1,1,0.94721,0.97185,1,1,1,0.57826,1,0.45327,1,1,1,1,1,1,1,0.55964,1,1,1,1,0.81199,1,1,1,0.01014
Rv3418c,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.88667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81749
Rv3419c,1,1,1,1,1,0.81413,1,1,1,1,1,0.58404,1,0.02882,0.0095,0,0.09656,0,0,0,0.19866,0.77568,1,0.4907,0.5187,1,1,0.42324,1,1,0.47468,0.96634,1,1,1,0.15108,0.56044,0.54931,1,0.88338,0.79275,1,1,1,0.68637,1,1,0.10415,0,0,0,1,1,1,0.61081,1,0.64786,1,1,0.01962,1,1,1,1
Rv3420c,1,1,1,1,1,0.76664,1,1,1,1,1,1,1,0,0.68717,0.01032,0.1085,0.25806,0.16893,0.75545,0.5732,1,1,0.6665,0.81694,1,0.77262,0.98679,1,0.75729,0.79565,1,1,1,1,1,0.84452,1,1,0.22111,1,1,1,1,0.97527,0.34077,0.16873,1,1,0.92149,1,1,1,1,0.0665,1,0.88079,1,1,1,1,1,0.04058,1
Rv3421c,1,1,1,1,1,0.53768,1,1,1,1,1,1,1,0,0.0133,0.3712,0.02418,0.06333,0,0,0.1349,0.90618,1,0.57686,0.34959,1,0.85557,0.53665,1,0.69125,0.77066,1,0.78207,1,1,0.014,1,0.54569,1,0.66017,1,1,1,1,0.77716,0.91481,1,0.54916,0.01331,0.29179,0.183,1,1,1,1,1,1,1,1,0.17336,1,0.798,1,1
Rv3422c,1,1,1,1,1,1,1,1,1,1,1,1,1,0.08728,0.3464,0.12236,0.20869,0,0.32096,0.29601,0.18025,1,1,0.8083,1,1,1,1,1,0.84403,1,0.76151,0.74872,1,1,1,0.97419,0.28728,1,1,1,1,1,1,0.97527,1,0.2816,1,1,0.1009,1,1,1,1,1,1,0.97117,1,1,0.68384,1,1,1,0.32361
Rv3423c,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0.85557,0.57067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.64038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
