Rv_ID,NN_1,NN_2,NN_3,NN_4,NN_5,NN_6,NN_7,NN_8,NN_9,NN_10
Rv2136c,Rv3065,Rv0194,Rv2349c,Rv0458,Rv1690,Rv2631,Rv1297,Rv1601,Rv1552,Rv0844c
Rv2137c,Rv1537,Rv0496,Rv3149,Rv2623,Rv2919c,Rv1259,Rv0982,Rv2801c,Rv3240c,Rv2865
Rv2138,Rv3443c,Rv3914,Rv0824c,Rv3032,Rv0733,Rv3465,Rv2882c,Rv2986c,Rv0016c,Rv2773c
Rv2139,Rv0562,Rv0639,Rv0641,Rv0046c,Rv0952,Rv3713,Rv0284,Rv2178c,Rv3795,Rv3028c
Rv2140c,Rv3569c,Rv3868,Rv0098,Rv2583c,Rv2249c,Rv3543c,Rv2069,Rv2224c,Rv3872,Rv3849
Rv2141c,Rv3704c,Rv0754,Rv1996,Rv1563c,Rv2964,Rv3702c,Rv1267c,Rv3316,Rv1731,Rv1341
Rv2142A,Rv1364c,Rv0414c,Rv3547,Rv0116c,Rv0583c,Rv2573,Rv1560,Rv2713,Rv3043c,Rv0132c
Rv2142c,Rv0516c,Rv0159c,Rv0447c,Rv3617,Rv2590,Rv0899,Rv0676c,Rv3824c,Rv0598c,Rv1747
Rv2143,Rv3573c,Rv0643c,Rv1028c,Rv1430,Rv1294,Rv1695,Rv0551c,Rv1989c,Rv1511,Rv3609c
Rv2144c,Rv0013,Rv2745c,Rv0902c,Rv1114,Rv1938,Rv2586c,Rv3168,Rv2829c,Rv0126,Rv2870c
Rv2145c,Rv0558,Rv1599,Rv0285,Rv0382c,Rv1605,Rv0886,Rv2373c,Rv1182,Rv1330c,Rv0549c
Rv2146c,Rv3790,Rv3838c,Rv0627,Rv3036c,Rv2525c,Rv1819c,Rv0019c,Rv2677c,Rv3908,Rv3433c
Rv2147c,Rv2818c,Rv0694,Rv2817c,Rv1495,Rv2819c,Rv0065,Rv3702c,Rv0192,Rv2964,Rv3655c
Rv2148c,Rv0600c,Rv3919c,Rv2985,Rv2601,Rv1346,Rv2149c,Rv0206c,Rv3586,Rv0241c,Rv3310
Rv2149c,Rv3919c,Rv1346,Rv2548,Rv0631c,Rv2601,Rv0595c,Rv3310,Rv2285,Rv1991c,Rv1675c
Rv2150c,Rv1131,Rv1202,Rv1611,Rv0079,Rv2453c,Rv2173,Rv2795c,Rv0153c,Rv2916c,Rv2175c
Rv2151c,Rv1280c,Rv1391,Rv1701,Rv1700,Rv2524c,Rv1412,Rv2097c,Rv2977c,Rv0859,Rv1492
Rv2152c,Rv2540c,Rv3624c,Rv2195,Rv0467,Rv2455c,Rv2983,Rv2454c,Rv2222c,Rv3805c,Rv3858c
Rv2153c,Rv3801c,Rv1438,Rv1166,Rv0651,Rv1649,Rv0667,Rv2921c,Rv3580c,Rv3708c,Rv3597c
Rv2154c,Rv2445c,Rv3588c,Rv1956,Rv0489,Rv2392,Rv1991A,Rv2737c,Rv1660,Rv0462,Rv2110c
Rv2155c,Rv1511,Rv1989c,Rv2095c,Rv3609c,Rv3156,Rv1294,Rv1430,Rv2465c,Rv3598c,Rv2440c
Rv2156c,Rv1660,Rv1196,Rv1309,Rv2294,Rv3230c,Rv2299c,Rv0683,Rv1771,Rv0006,Rv3366
Rv2157c,Rv0357c,Rv0422c,Rv3582c,Rv1305,Rv1654,Rv1315,Rv0682,Rv1304,Rv3230c,Rv2538c
Rv2158c,Rv0669c,Rv3382c,Rv0252,Rv3585,Rv2914c,Rv0901,Rv1311,Rv1392,Rv1997,Rv2823c
Rv2159c,Rv1256c,Rv3010c,Rv1030,Rv2245,Rv0630c,Rv0629c,Rv1985c,Rv3701c,Rv3740c,Rv2238c
Rv2160A,Rv0342,Rv2218,Rv3124,Rv0445c,Rv0505c,Rv3297,Rv2416c,Rv1328,Rv2852c,Rv0848
Rv2160c,Rv0596c,Rv2865,Rv0982,Rv3358,Rv0626,Rv0211,Rv3240c,Rv0900,Rv2829c,Rv3835
Rv2161c,Rv2948c,Rv0609,Rv2459,Rv1079,Rv0553,Rv3330,Rv2208,Rv1992c,Rv2868c,Rv3854c
Rv2162c,Rv0187,Rv3203,Rv1425,Rv1219c,Rv2688c,Rv0570,Rv2959c,Rv1076,Rv1223,Rv3470c
Rv2163c,Rv1011,Rv2845c,Rv0429c,Rv2676c,Rv1630,Rv2703,Rv3634c,Rv2457c,Rv1018c,Rv2357c
Rv2164c,Rv3709c,Rv0287,Rv2130c,Rv1390,Rv2697c,Rv2764c,Rv0524,Rv2364c,Rv1002c,Rv2883c
Rv2165c,Rv1451,Rv2592c,Rv1248c,Rv2193,Rv2837c,Rv2246,Rv3764c,Rv2392,Rv2110c,Rv1307
Rv2166c,Rv3671c,Rv2518c,Rv0946c,Rv3804c,Rv0410c,Rv3101c,Rv2553c,Rv2594c,Rv3102c,Rv1512
Rv2167c,Rv2461c,Rv3261,Rv1286,Rv2335,Rv3262,Rv2334,Rv1170,Rv0554,Rv3696c,Rv0899
Rv2168c,Rv0554,Rv2461c,Rv3261,Rv1286,Rv2335,Rv3262,Rv2334,Rv1170,Rv3696c,Rv0899
Rv2169c,Rv0127,Rv0384c,Rv2518c,Rv3671c,Rv0410c,Rv2202c,Rv3455c,Rv2553c,Rv3101c,Rv3627c
Rv2170,Rv3413c,Rv2733c,Rv1698,Rv1932,Rv2171,Rv0983,Rv2476c,Rv2419c,Rv1477,Rv1412
Rv2171,Rv2051c,Rv2733c,Rv3413c,Rv0859,Rv2869c,Rv0860,Rv1698,Rv1700,Rv1932,Rv2524c
Rv2172c,Rv0011c,Rv2594c,Rv2981c,Rv2582,Rv1631,Rv0016c,Rv0440,Rv2882c,Rv3923c,Rv3804c
Rv2173,Rv2916c,Rv1131,Rv1334,Rv3803c,Rv2150c,Rv1202,Rv1611,Rv0483,Rv1089,Rv3654c
Rv2174,Rv3043c,Rv2713,Rv0116c,Rv1560,Rv0583c,Rv0553,Rv0414c,Rv1364c,Rv3083,Rv3547
Rv2175c,Rv3583c,Rv2181,Rv2453c,Rv2795c,Rv1611,Rv2215,Rv1285,Rv3441c,Rv2786c,Rv0642c
Rv2176,Rv0624,Rv2878c,Rv3619c,Rv2970c,Rv2855,Rv3409c,Rv2243,Rv3821,Rv3146,Rv3148
Rv2177c,Rv1984c,Rv2737c,Rv3451,Rv1634,Rv2873,Rv2275,Rv3111,Rv3339c,Rv1542c,Rv3287c
Rv2178c,Rv3713,Rv0284,Rv2122c,Rv3028c,Rv0639,Rv0046c,Rv3915,Rv2139,Rv0682,Rv1110
Rv2179c,Rv0732,Rv1284,Rv0050,Rv1897c,Rv3214,Rv3809c,Rv1108c,Rv1849,Rv1712,Rv3653
Rv2180c,Rv3743c,Rv1246c,Rv1985c,Rv3740c,Rv3862c,Rv3080c,Rv3056,Rv0518,Rv0977,Rv3701c
Rv2181,Rv3583c,Rv2175c,Rv2453c,Rv2215,Rv2795c,Rv1474c,Rv1285,Rv1611,Rv0079,Rv1633
Rv2182c,Rv3789,Rv1600,Rv3215,Rv3245c,Rv1093,Rv3221A,Rv0884c,Rv1338,Rv0337c,Rv2210c
Rv2183c,Rv1261c,Rv2872,Rv3470c,Rv1130,Rv1001,Rv3681c,Rv1219c,Rv3153,Rv1076,Rv1185c
Rv2184c,Rv0404,Rv0821c,Rv2267c,Rv1365c,Rv3821,Rv0764c,Rv3146,Rv1468c,Rv3377c,Rv3408
Rv2185c,Rv3419c,Rv1239c,Rv1205,Rv0413,Rv1222,Rv0932c,Rv1386,Rv0645c,Rv0931c,Rv0644c
Rv2186c,Rv0206c,Rv1909c,Rv0438c,Rv3586,Rv3318,Rv2922c,Rv2112c,Rv0600c,Rv3919c,NONE
Rv2187,Rv1386,Rv2450c,Rv2191,Rv0931c,Rv0932c,Rv0183,Rv3158,Rv0413,Rv1151c,Rv0404
Rv2188c,Rv2720,Rv1527c,Rv1315,Rv1293,Rv2447c,Rv2538c,Rv3712,Rv2539c,Rv2725c,Rv3425
Rv2189c,Rv2332,Rv0512,Rv0956,Rv2950c,Rv3913,Rv1027c,Rv3378c,Rv3886c,Rv1242,Rv1558
Rv2190Ac,Rv2783c,Rv2068c,Rv3330,Rv1079,Rv2211c,Rv2459,Rv1992c,Rv2593c,Rv0609,Rv3879c
Rv2190c,Rv1184c,Rv0129c,Rv1633,Rv0241c,Rv2215,Rv0407,Rv3084,Rv3586,Rv1285,Rv1474c
Rv2191,Rv2450c,Rv3158,Rv0183,Rv2187,Rv0931c,Rv1151c,Rv1386,Rv0932c,Rv0103c,Rv1213
Rv2192c,Rv3710,Rv1609,Rv1409,Rv2225,Rv1559,Rv3602c,Rv0788,Rv1832,Rv2995c,Rv0809
Rv2193,Rv2711,Rv3303c,Rv1240,Rv2523c,Rv3846,Rv1451,Rv2611c,Rv2984,Rv0846c,Rv2592c
Rv2194,Rv1594,Rv1483,Rv2753c,Rv2438c,Rv0736,Rv3014c,Rv3042c,Rv2093c,Rv3778c,Rv2201
Rv2195,Rv2983,Rv2152c,Rv2222c,Rv2455c,Rv2220,Rv3858c,Rv3001c,Rv0440,Rv2540c,Rv3624c
Rv2196,Rv1242,Rv3886c,Rv1103c,Rv1981c,Rv0512,Rv0956,Rv2748c,Rv2332,Rv0934,Rv2301
Rv2197c,Rv2614c,Rv2221c,Rv1640c,Rv1602,Rv2589,Rv2421c,Rv3420c,Rv1345,Rv0491,Rv1449c
Rv2198c,Rv3671c,Rv2518c,Rv0946c,Rv0410c,Rv3804c,Rv3101c,Rv2553c,Rv0127,Rv3102c,Rv1512
Rv2199c,Rv1221,Rv0981,Rv3557c,Rv3790,Rv2710,Rv2677c,Rv1819c,Rv0432,Rv3838c,Rv3036c
Rv2200c,Rv0761c,Rv3199c,Rv1379,Rv3117,Rv1665,Rv2881c,Rv2948c,Rv2868c,Rv2066,Rv1089
Rv2201,Rv3042c,Rv0736,Rv3646c,Rv1483,Rv1594,Rv2202c,Rv3014c,Rv2753c,Rv2194,Rv3627c
Rv2202c,Rv3646c,Rv3455c,Rv3627c,Rv3778c,Rv2201,Rv2093c,Rv3014c,Rv0291,Rv3042c,Rv0736
Rv2203,Rv0206c,Rv0600c,Rv3586,Rv3919c,Rv0438c,Rv0241c,Rv1909c,Rv2149c,Rv2985,Rv3318
Rv2204c,Rv3580c,Rv2921c,Rv3634c,Rv2457c,Rv1018c,Rv3597c,Rv1438,Rv0684,Rv0640,Rv1630
Rv2205c,Rv0987,Rv1872c,Rv0969,Rv0277c,Rv2549c,Rv1859,Rv0986,Rv2866,Rv0620,NONE
Rv2206,Rv0092,Rv1820,Rv2589,Rv2258c,Rv1640c,Rv2537c,Rv2241,Rv0491,Rv2614c,Rv2746c
Rv2207,Rv0903c,Rv0352,Rv1106c,Rv3722c,Rv1420,Rv3822,Rv2752c,Rv2258c,Rv3273,Rv1638
Rv2208,Rv2868c,Rv2066,Rv1665,Rv3085,Rv0022c,Rv2741,Rv3854c,Rv3653,Rv2948c,Rv0609
Rv2209,Rv1306,Rv3425,Rv2539c,Rv0444c,Rv3012c,Rv1293,Rv2742c,Rv0417,Rv3598c,Rv2447c
Rv2210c,Rv0337c,Rv3003c,Rv1600,Rv3221A,Rv0884c,Rv3789,Rv1338,Rv3137,Rv3336c,Rv1093
Rv2211c,Rv2593c,Rv2068c,Rv2783c,Rv0813c,Rv1433,Rv1992c,Rv3330,Rv1079,Rv3879c,Rv1288
Rv2212,Rv3734c,Rv3506,Rv1173,Rv1731,Rv1448c,Rv3855,Rv2952,Rv1996,Rv1777,Rv1029
Rv2213,Rv1562c,Rv0500,Rv3878,Rv3062,Rv3754,Rv3157,Rv3357,Rv1561,Rv3911,Rv1258c
Rv2214c,Rv0206c,Rv0600c,Rv3586,Rv3919c,Rv2149c,Rv2985,Rv0241c,Rv0438c,Rv2548,Rv1346
Rv2215,Rv1633,Rv3583c,Rv2181,Rv1285,Rv0407,Rv2175c,Rv3084,Rv1474c,Rv2453c,Rv2795c
Rv2216,Rv0985c,Rv2902c,Rv2285,Rv3674c,Rv3504,Rv2389c,Rv1818c,Rv0631c,Rv2727c,Rv1991c
Rv2217,Rv0617,Rv3667,Rv0949,Rv3282,Rv2626c,Rv1021,Rv1917c,Rv0130,Rv0192,Rv3223c
Rv2218,Rv0342,Rv3297,Rv0445c,Rv1328,Rv3124,Rv0505c,Rv1365c,Rv1468c,Rv2852c,Rv2416c
Rv2219,Rv3545c,Rv3910,Rv2034,Rv1963c,Rv3570c,Rv3534c,Rv0009,Rv3823c,Rv0712,Rv1492
Rv2219A,Rv2217,Rv3667,Rv0617,Rv0949,Rv1021,Rv3282,Rv2626c,Rv1917c,Rv0192,Rv0130
Rv2220,Rv3001c,Rv3859c,Rv2582,Rv2195,Rv0011c,Rv2455c,Rv3805c,Rv2050,Rv0440,Rv2454c
Rv2221c,Rv2614c,Rv1449c,Rv2589,Rv1345,Rv1602,Rv1640c,Rv3420c,Rv2421c,Rv0014c,Rv1820
Rv2222c,Rv2983,Rv3858c,Rv2470,Rv2195,Rv2773c,Rv0440,Rv3624c,Rv2152c,Rv1631,Rv3443c
Rv2223c,Rv1399c,Rv0301,Rv1189,Rv2823c,Rv0901,Rv1075c,Rv3585,Rv0252,Rv3382c,Rv2701c
Rv2224c,Rv3872,Rv3569c,Rv0098,Rv3723,Rv2249c,Rv2583c,Rv3876,Rv3868,Rv3543c,Rv1411c
Rv2225,Rv3602c,Rv1609,Rv2192c,Rv2995c,Rv1409,Rv1832,Rv3710,Rv0788,Rv1559,Rv1612
Rv2226,Rv0191,Rv1846c,Rv1447c,Rv1478,Rv3703c,Rv1692,Rv3313c,Rv1860,Rv0864,Rv3866
Rv2227,Rv0277c,Rv1872c,Rv0969,Rv2549c,Rv0620,Rv0986,Rv3600c,Rv0987,Rv2866,Rv3452
Rv2228c,Rv0564c,Rv3449,Rv1270c,Rv0292,Rv2953,Rv0548c,Rv1653,Rv1694,Rv3509c,Rv2950c
Rv2229c,Rv2445c,Rv3588c,Rv1956,Rv0462,Rv2110c,Rv2392,Rv3764c,Rv0489,Rv1248c,Rv1340
Rv2230c,Rv2548,Rv1675c,Rv2112c,Rv2579,Rv0438c,Rv0230c,Rv1160,NONE,NONE,NONE
Rv2231Ac,Rv2388c,Rv3379c,Rv0334,Rv1077,Rv1288,Rv2801A,Rv1433,Rv2482c,Rv0813c,Rv0853c
Rv2231B,Rv1089,Rv3654c,Rv2881c,Rv2946c,Rv3199c,Rv1334,Rv3117,Rv2173,Rv1611,Rv2743c
Rv2231c,Rv0620,Rv1368,Rv3309c,Rv3452,Rv0677c,Rv3600c,Rv0847,Rv0277c,Rv3826,Rv1872c
Rv2232,Rv0203,Rv0137c,Rv0045c,Rv2118c,Rv3357,Rv1302,Rv0933,Rv3488,Rv2350c,Rv1561
Rv2234,Rv3405c,Rv2010,Rv1857,Rv1207,Rv3416,Rv2740,Rv3763,Rv2103c,Rv0734,Rv1253
Rv2235,Rv3303c,Rv2984,Rv2193,Rv1307,Rv3846,Rv1240,Rv2711,Rv2523c,Rv0846c,Rv3464
Rv2236c,Rv0113,Rv0557,Rv0478,Rv3592,Rv2623,Rv1604,Rv1629,Rv1316c,Rv0982,Rv2865
Rv2237,Rv2548,Rv2149c,Rv3919c,Rv1675c,Rv0230c,Rv2727c,Rv1160,Rv2389c,Rv1911c,NONE
Rv2237A,Rv0483,Rv0300,Rv3803c,Rv2495c,Rv2916c,Rv1334,Rv2593c,Rv2464c,Rv1992c,NONE
Rv2238c,Rv0629c,Rv1256c,Rv2009,Rv3607c,Rv3740c,Rv3080c,Rv2607,Rv1182,Rv1599,Rv3059
Rv2239c,Rv1957,Rv1539,Rv2613c,Rv0465c,Rv1538c,Rv2359,Rv3810,Rv1822,Rv3131,Rv0018c
Rv2240c,Rv1267c,Rv3086,Rv3480c,Rv1563c,Rv1731,Rv3704c,Rv1341,Rv0754,NONE,NONE
Rv2241,Rv2537c,Rv0491,Rv2258c,Rv1485,Rv1640c,Rv2746c,Rv1820,Rv2421c,Rv3420c,Rv0092
Rv2242,Rv2982c,Rv3198c,Rv0262c,Rv1223,Rv3404c,Rv2027c,Rv0888,Rv2376c,Rv2430c,Rv2959c
Rv2243,Rv2970c,Rv3820c,Rv2878c,Rv1329c,Rv3731,Rv3619c,Rv2855,Rv2176,Rv0032,Rv0735
Rv2244,Rv1381,Rv1656,Rv1603,Rv2247,Rv2572c,Rv3806c,Rv0534c,Rv2361c,Rv1827,Rv2448c
Rv2245,Rv3701c,Rv3010c,Rv0573c,Rv3370c,Rv1985c,Rv1256c,Rv1161,Rv3743c,Rv3111,Rv1030
Rv2246,Rv2837c,Rv1340,Rv3764c,Rv2165c,Rv1248c,Rv2391,Rv1908c,Rv2131c,Rv0462,Rv2110c
Rv2247,Rv1603,Rv2361c,Rv2244,Rv1381,Rv3806c,Rv1656,Rv0001,Rv0685,Rv0534c,Rv2572c
Rv2248,Rv1848,Rv2428,Rv1755c,Rv3444c,Rv1264,Rv3155,Rv0220,Rv0601c,Rv3130c,Rv1608c
Rv2249c,Rv2583c,Rv0098,Rv3569c,Rv3872,Rv3868,Rv3876,Rv2224c,Rv0655,Rv3723,Rv3543c
Rv2250A,Rv1485,Rv1821,Rv3526,Rv2746c,Rv3794,Rv2421c,Rv3420c,Rv2537c,Rv0491,Rv2241
Rv2250c,Rv2136c,Rv3065,Rv0458,Rv2631,Rv2349c,Rv1690,Rv0194,Rv1601,Rv3409c,Rv1297
Rv2251,Rv0005,Rv1169c,Rv3518c,Rv1938,Rv3565,Rv1187,Rv2816c,Rv2870c,Rv1608c,Rv1218c
Rv2252,Rv2949c,Rv1629,Rv1316c,Rv1604,Rv3592,Rv0557,Rv1121,Rv3589,Rv3168,Rv0113
Rv2253,Rv0292,Rv1270c,Rv0564c,Rv2228c,Rv3449,Rv1694,Rv2953,Rv0548c,Rv0073,Rv2673
Rv2254c,Rv3371,Rv1198,Rv2346c,Rv0937c,Rv1009,Rv0866,Rv0091,Rv3234c,Rv0385,Rv0548c
Rv2255A,Rv0300,Rv2495c,Rv0483,Rv3803c,Rv2916c,Rv2464c,Rv2593c,Rv1334,NONE,NONE
Rv2255c,Rv2881c,Rv1334,Rv1089,Rv3117,Rv3654c,Rv3803c,Rv0483,Rv2173,Rv3199c,Rv2946c
Rv2256c,Rv0946c,Rv3804c,Rv3671c,Rv2518c,Rv2594c,Rv0011c,Rv3101c,Rv2553c,Rv0410c,Rv1512
Rv2257c,Rv0761c,Rv1379,Rv2200c,Rv0379,Rv3199c,Rv1335,Rv3809c,Rv0321,Rv1962c,Rv2743c
Rv2258c,Rv2241,Rv1820,Rv2537c,Rv0092,Rv1640c,Rv0491,Rv1420,Rv3822,Rv2589,Rv1485
Rv2259,Rv2780,Rv1931c,Rv0670,Rv0237,Rv3045,Rv1400c,Rv3561,Rv1653,Rv3793,Rv3378c
Rv2260,Rv2112c,Rv2922c,Rv3318,Rv0438c,Rv2579,Rv1160,Rv1675c,Rv0230c,Rv1909c,Rv1911c
Rv2261c,Rv3592,Rv3589,Rv1316c,Rv1604,Rv0478,Rv0557,Rv3272,Rv1629,Rv0113,Rv2252
Rv2262c,Rv1267c,Rv1563c,Rv1341,Rv0895,Rv3480c,Rv3315c,Rv3086,Rv3704c,Rv3316,NONE
Rv2263,Rv1161,Rv1625c,Rv3701c,Rv0006,Rv0286,Rv2245,Rv3743c,Rv3111,Rv3366,Rv1634
Rv2264c,Rv2285,Rv2902c,Rv3674c,Rv0631c,Rv0985c,Rv1991c,Rv0595c,Rv3504,Rv3310,Rv2389c
Rv2265,Rv2289,Rv2376c,Rv2436,Rv2006,Rv2911,Rv2429,Rv0577,Rv1317c,Rv2407,Rv0889c
Rv2266,Rv1206,Rv2793c,Rv2584c,Rv3903c,Rv3765c,Rv2673,Rv1026,Rv1033c,Rv0073,Rv3097c
Rv2267c,Rv0821c,Rv1365c,Rv2852c,Rv1328,Rv0445c,Rv1468c,Rv3146,Rv2962c,Rv2218,Rv3821
Rv2268c,Rv0468,Rv1650,Rv3566c,Rv0032,Rv1601,Rv2482c,Rv0458,Rv2431c,Rv3379c,Rv2801A
Rv2269c,Rv2096c,Rv2496c,Rv0467,Rv2540c,Rv3025c,Rv2152c,Rv2131c,Rv1908c,Rv3624c,Rv2391
Rv2270,Rv2497c,Rv0453,Rv2404c,Rv2464c,Rv3059,Rv2495c,Rv0334,Rv2462c,Rv0300,Rv2388c
Rv2271,Rv1777,Rv3089,Rv3086,Rv3133c,Rv3506,Rv3734c,Rv1731,Rv3480c,NONE,NONE
Rv2272,Rv0221,Rv3408,Rv1980c,Rv0764c,Rv2296,Rv1983,Rv1876,Rv3825c,Rv3409c,Rv3377c
Rv2273,Rv2952,Rv1029,Rv3088,Rv0295c,Rv1173,Rv0297,Rv1497,Rv1129c,Rv3734c,Rv2821c
Rv2274A,Rv0300,Rv2916c,Rv2495c,Rv3803c,Rv0483,Rv1334,Rv2464c,Rv2173,Rv2593c,NONE
Rv2274c,Rv2950c,Rv3045,Rv1653,Rv2953,Rv2332,Rv0956,Rv1931c,Rv2780,Rv1400c,Rv0237
Rv2275,Rv3451,Rv2737c,Rv1984c,Rv1634,Rv3111,Rv1625c,Rv1161,Rv2873,Rv0573c,Rv3370c
Rv2276,Rv3024c,Rv2466c,Rv1884c,Rv3223c,Rv0866,Rv3270,Rv2346c,Rv0020c,Rv0130,Rv0948c
Rv2277c,Rv0137c,Rv0933,Rv0045c,Rv0203,Rv2232,Rv2702,Rv2118c,Rv3357,Rv0486,Rv1302
Rv2278,Rv0554,Rv2461c,Rv3261,Rv1286,Rv2335,Rv3262,Rv2334,Rv1170,Rv3696c,Rv0899
Rv2279,Rv2461c,Rv3261,Rv1286,Rv2335,Rv3262,Rv2334,Rv1170,Rv3696c,Rv0554,Rv0899
Rv2280,Rv0008c,Rv1917c,Rv0654,Rv3765c,Rv1885c,Rv3667,Rv1021,Rv3903c,Rv1026,Rv2217
Rv2281,Rv1223,Rv2959c,Rv3203,Rv1076,Rv0751c,Rv3470c,Rv0577,Rv2872,Rv0262c,Rv1185c
Rv2282c,Rv0254c,Rv3841,Rv1739c,Rv3082c,Rv2002,Rv2602,Rv0858c,Rv1253,Rv2103c,Rv3364c
Rv2283,Rv0206c,Rv3586,Rv1909c,Rv0438c,Rv0600c,Rv3318,Rv3919c,Rv2922c,Rv2112c,NONE
Rv2284,Rv1082,Rv3370c,Rv1168c,Rv0573c,Rv2873,Rv2074,Rv1542c,Rv3010c,Rv3111,Rv1634
Rv2285,Rv2902c,Rv3674c,Rv0985c,Rv0631c,Rv2389c,Rv1991c,Rv0595c,Rv1818c,Rv3504,Rv2149c
Rv2286c,Rv2741,Rv3809c,Rv0022c,Rv3653,Rv1665,Rv2066,Rv2868c,Rv0761c,Rv0732,Rv2179c
Rv2287,Rv2985,Rv3384c,Rv1475c,Rv2841c,Rv2601,Rv1736c,Rv1247c,Rv3791,Rv1474c,Rv0549c
Rv2288,Rv1218c,Rv3565,Rv3130c,Rv1938,Rv1169c,Rv3155,Rv0220,Rv1264,Rv1541c,Rv0601c
Rv2289,Rv2006,Rv0889c,Rv2376c,Rv0114,Rv2429,Rv2688c,Rv0577,Rv0187,Rv0182c,Rv2436
Rv2290,Rv3065,Rv2349c,Rv1690,Rv1297,Rv0221,Rv3825c,Rv2136c,Rv2631,Rv1552,Rv2296
Rv2291,Rv3487c,Rv1384,Rv2462c,Rv2484c,Rv2431c,Rv3566c,Rv2009,Rv3080c,Rv0838,Rv3056
Rv2292c,Rv0230c,Rv1911c,Rv1160,Rv1675c,Rv2727c,Rv2548,Rv2389c,Rv1818c,Rv2579,Rv2719c
Rv2293c,Rv0802c,Rv3480c,Rv0148,Rv3826,Rv3309c,Rv3089,Rv1368,Rv3086,NONE,NONE
Rv2294,Rv3366,Rv2299c,Rv1196,Rv0006,Rv0286,Rv0977,Rv1771,Rv3106,Rv3808c,Rv1625c
Rv2295,Rv3681c,Rv1129c,Rv1130,Rv1261c,Rv0570,Rv1219c,Rv3153,Rv3088,Rv1497,Rv0297
Rv2296,Rv1983,Rv3825c,Rv0221,Rv1980c,Rv3408,Rv1876,Rv1297,Rv2501c,Rv0764c,NONE
Rv2297,Rv2245,Rv3010c,Rv3701c,Rv1256c,Rv1985c,Rv1030,Rv3743c,Rv3740c,Rv0630c,Rv1246c
Rv2298,Rv1182,Rv1599,Rv0285,Rv2373c,Rv2145c,Rv0382c,Rv2607,Rv0558,Rv0886,Rv1605
Rv2299c,Rv3366,Rv2294,Rv1196,Rv0286,Rv1771,Rv3106,Rv0977,Rv3808c,Rv0006,Rv0054
Rv2300c,Rv3854c,Rv2345,Rv2208,Rv1408,Rv0904c,Rv0553,Rv2174,Rv3085,Rv1560,Rv0609
Rv2301,Rv0934,Rv3509c,Rv3660c,Rv2748c,Rv3886c,Rv1410c,Rv1266c,Rv2196,Rv2005c,Rv1242
Rv2302,Rv0557,Rv1629,Rv0113,Rv1604,Rv3592,Rv1316c,Rv3168,Rv1114,Rv0982,Rv0478
Rv2303c,Rv2631,Rv3409c,Rv3065,Rv0221,Rv3619c,Rv2349c,Rv2136c,Rv1690,Rv1297,Rv1601
Rv2304c,Rv2752c,Rv1106c,Rv0352,Rv0903c,Rv2115c,Rv2386c,Rv0092,Rv3722c,Rv2258c,Rv1820
Rv2305,Rv1694,Rv0292,Rv1270c,Rv2673,Rv0564c,Rv2228c,Rv0073,Rv3449,Rv3097c,Rv0548c
Rv2306A,Rv2158c,Rv0669c,Rv1997,Rv2824c,Rv1311,Rv3382c,Rv1392,Rv0252,Rv2351c,Rv1651c
Rv2306B,Rv0005,Rv1169c,Rv3518c,Rv1187,Rv3565,Rv1938,Rv2816c,Rv1608c,Rv0220,Rv1218c
Rv2307A,Rv0254c,Rv3841,Rv3082c,Rv2002,Rv0858c,Rv1739c,Rv2602,Rv3364c,Rv0586,NONE
Rv2307B,Rv2436,Rv2289,Rv2911,Rv1317c,Rv2407,Rv1344,Rv2958c,Rv2429,Rv0233,Rv2006
Rv2307D,Rv1886c,Rv3826,Rv3109,Rv0847,Rv3452,Rv0677c,Rv0978c,Rv1368,Rv3119,Rv3309c
Rv2307c,Rv1189,Rv1075c,Rv2823c,Rv1399c,Rv2701c,Rv3225c,Rv3585,Rv0301,Rv0901,Rv0252
Rv2308,Rv2155c,Rv1511,Rv1989c,Rv3609c,Rv2095c,Rv3156,Rv1294,Rv1430,Rv2465c,Rv3598c
Rv2309A,Rv1160,Rv0230c,Rv1675c,Rv1911c,Rv2579,Rv2727c,Rv2548,Rv2719c,Rv2389c,Rv1818c
Rv2309Xc,Rv1364c,Rv0414c,Rv0116c,Rv3043c,Rv2713,Rv1560,Rv0583c,Rv3547,Rv2174,Rv0132c
Rv2309c,Rv0418,Rv2530c,Rv3272,Rv3911,Rv2596,Rv3589,Rv3754,Rv0500,Rv1088,Rv3062
Rv2310,Rv3780,Rv0654,Rv3765c,Rv2793c,Rv2584c,Rv1885c,Rv0008c,Rv3903c,Rv1206,Rv2266
Rv2311,Rv0073,Rv3097c,Rv1694,Rv2673,Rv0869c,Rv0292,Rv1270c,Rv1410c,Rv2861c,Rv0564c
Rv2312,Rv3384c,Rv0549c,Rv2841c,Rv3791,Rv1736c,Rv1247c,Rv0630c,Rv1605,Rv0558,Rv1168c
Rv2313c,Rv1392,Rv1311,Rv2121c,Rv1997,Rv1484,Rv2440c,Rv0417,Rv2742c,Rv3012c,Rv2824c
Rv2314c,Rv3370c,Rv0573c,Rv2284,Rv1082,Rv3010c,Rv3111,Rv2873,Rv1634,Rv2245,Rv1168c
Rv2315c,Rv0438c,Rv3318,Rv1909c,Rv2922c,Rv2112c,Rv0206c,Rv2579,Rv3586,NONE,NONE
